CLAVE,NOMBRE,CREDITOS,LABORATORIO,INICIO,VIGENCIA,DEPARTAMENTO,NOMBRE_COMPLETO,EQUIVALENCIA,NOMBRE_INGLES,PORCEN_CAL
1447,FISICOQUIMICA FARMACEUTICA,9,L,20001,S,01010200,FISICOQUIMICA FARMACEUTICA,0,PHISICAL PHARMACY,66.70
1448,MICROBIOLOGIA GENERAL,12,L,20001,S,04030200,MICROBIOLOGIA GENERAL,0,GENERAL MICROBIOLOGY I,50.00
1541,FARMACOLOGIA GENERAL,9,L,20001,S,04020100,FARMACOLOGIA GENERAL,0,GENERAL PHARMACOLOGY,70.00
1548,MICROBIOLOGIA GENERAL II,9,L,20001,S,04030200,MICROBIOLOGIA GENERAL II,0,GENERAL MICROBIOLOGY II,66.70
1641,FARMACOLOGIA APLICADA,9,L,20001,S,04020100,FARMACOLOGIA APLICADA,0,APPLIED PHARMACOLOGY,70.00
1647,TECNOLOGIA FARMACEUTICA I,10,L,20001,S,04020300,TECNOLOGIA FARMACEUTICA I,0,PHARMACEUTICAL TECHNOLOGY I,60.00
1747,TECNOLOGIA FARMACEUTICA II,10,L,20001,S,04020300,TECNOLOGIA FARMACEUTICA II,0,PHARMACEUTICAL TECHNOLOGY II,60.00
1017,PETROQUIMICA II,8,L,20001,S,03010200,PETROQUIMICA II,0,PETROCHEMICAL II,80.00
1744,BIOSINTESIS INDUSTRIALES,7,L,20001,S,04030200,BIOSINTESIS INDUSTRIALES,0,INDUSTRIAL BIOSYNTHESIS,57.10
1636,METOD. ELECTROM. Y DE SEPARAC.,9,L,20001,S,02010200,METOD. ELECTROM. Y DE SEPARAC.,0,ELECTROMETRICS OF SEPARATION METHODS,
1783,TOXICOLOGIA DE ALIMENTOS,9,L,20001,S,03030100,TOXICOLOGIA DE ALIMENTOS,0,FOOD TOXICOLOGY,67.70
9902,QUIMICA BASICA,0,T,20051,S,0,QUIMICA BASICA,0,,
9903,LABORATORIO DE QUIMICA BASICA,0,L,20051,S,0,LABORATORIO DE QUIMICA BASICA,0,,
9905,TALLER DE DESARROLLO PERSONAL,0,T,20051,S,0,TALLER DE DESARROLLO PERSONAL,0,,
9906,CONFERENCIAS,0,T,20051,S,0,CONFERENCIAS,0,,
1113,FISICA I,8,T,20061,S,01020100,FISICA I,0,PHYSICAL I,100.00
1110,ALGEBRA SUPERIOR,8,T,20061,S,01030100,ALGEBRA SUPERIOR,0,SUPERIOR ALGEBRA,100.00
1114,QUIMICA GENERAL I,9,L,20061,S,02020100,QUIMICA GENERAL I,0,GENERAL CHEMISTRY I,56.00
1111,CALCULO I,8,T,20061,S,01030100,CALCULO I,0,CALCULUS I,100.00
1010,SINTESIS DE POLIMEROS,8,L,20001,S,03010200,SINTESIS DE POLIMEROS,0,POLYMERS I,80.00
9999,TALLER DE MATEMATICAS,0,T,20051,S,01030100,TALLER DE CALCULO I,0,,100.00
1112,CIENCIA Y SOCIEDAD,6,T,20061,S,09990000,CIENCIA Y SOCIEDAD,0,SOCIETY AND SCIENCE,100.00
0237,LABORATORIO DE CATALISIS,3,0,0,S,0,LABORATORIO DE CATALISIS,0,0,0.00
0239,LABORATORIO DE POLIMEROS II,3,0,0,S,0,LABORATORIO DE POLIMEROS II,0,0,0.00
0169,PANIFICACION,6,0,0,S,0,PANIFICACION,0,0,0.00
0079,IDEAS PREVIAS,6,0,0,S,0,IDEAS PREVIAS,0,0,0.00
0115,ENDOCRINOLOGIA,6,0,0,S,0,ENDOCRINOLOGIA,0,0,0.00
0116,FISIOPATOLOGIA,6,0,0,S,0,FISIOPATOLOGIA,0,0,0.00
0070,BIOLOGIA CELULAR,6,0,0,S,0,BIOLOGIA CELULAR,0,0,0.00
0159,FACTORES TOXICOS,6,0,0,S,0,FACTORES TOXICOS,0,0,0.00
0165,NUTRICION HUMANA,6,0,0,S,0,NUTRICION HUMANA,0,0,0.00
0071,CELULOSA Y PAPEL I,6,0,0,S,0,CELULOSA Y PAPEL I,0,0,0.00
0089,RECURSOS NATURALES,6,0,0,S,0,RECURSOS NATURALES,0,0,0.00
0177,PRODUCTOS CARNICOS,6,0,0,S,0,PRODUCTOS CARNICOS,0,0,0.00
0072,CELULOSA Y PAPEL II,6,0,0,S,0,CELULOSA Y PAPEL II,0,0,0.00
0088,QUIMICA COMPUTACIONAL,6,0,0,S,0,QUIMICA COMPUTACIONAL,0,0,0.00
0091,SINTESIS DE CERAMICOS,6,0,0,S,0,SINTESIS DE CERAMICOS,0,0,0.00
0171,TECNOLOGIA DE CEREALES,6,0,0,S,0,TECNOLOGIA DE CEREALES,0,0,0.00
0274,PROTECCION AMBIENTAL II,6,0,0,S,0,PROTECCION AMBIENTAL II,0,0,0.00
1702,COMUNICACION CIENTIFICA,6,0,0,S,0,COMUNICACION CIENTIFICA,0,0,0.00
1707,BIOQUIMICA EXPERIMENTAL,6,0,0,S,0,BIOQUIMICA EXPERIMENTAL,0,0,0.00
0150,ASEGURAMIENTO DE CALIDAD,6,0,0,S,0,ASEGURAMIENTO DE CALIDAD,0,0,0.00
0275,PROTECCION AMBIENTAL III,6,0,0,S,0,PROTECCION AMBIENTAL III,0,0,0.00
0075,EQUILIBRIO DE ECOSISTEMAS,6,0,0,S,0,EQUILIBRIO DE ECOSISTEMAS,0,0,0.00
0103,TEORIA DE LA ORGANIZACION,6,0,0,S,0,TEORIA DE LA ORGANIZACION,0,0,0.00
0204,ADMINISTRACION DEL RIESGO,6,0,0,S,0,ADMINISTRACION DEL RIESGO,0,0,0.00
0155,LEGISLACION Y NORMATIVIDAD,6,0,0,S,0,LEGISLACION Y NORMATIVIDAD,0,0,0.00
0157,MECANISMOS DE PATOGENICIDAD,6,0,0,S,0,MECANISMOS DE PATOGENICIDAD,0,0,0.00
0148,TECNOLOGIA DE FERMENTACIONES,6,0,0,S,0,TECNOLOGIA DE FERMENTACIONES,0,0,0.00
0168,GRASAS Y ACEITES COMESTIBLES,6,0,0,S,0,GRASAS Y ACEITES COMESTIBLES,0,0,0.00
0166,TOPICOS SELECTOS EN NUTRICION,6,0,0,S,0,TOPICOS SELECTOS EN NUTRICION,0,0,0.00
1812,FUNDAMENTOS DE ADMINISTRACION,6,0,0,S,0,FUNDAMENTOS DE ADMINISTRACION,0,0,0.00
0092,SISTEMAS DE INFORMACION DIGITAL,6,0,0,S,0,SISTEMAS DE INFORMACION DIGITAL,0,0,0.00
0090,SEMINARIO DE LA PRACTICA DOCENTE,6,0,0,S,0,SEMINARIO DE LA PRACTICA DOCENTE,0,0,0.00
1704,QUIMICA ANALITICA INSTRUMENTAL I,6,0,0,S,0,QUIMICA ANALITICA INSTRUMENTAL I,0,0,0.00
0077,FISICOQUIMICA DE MEZCLAS LIQUIDAS,6,0,0,S,0,FISICOQUIMICA DE MEZCLAS LIQUIDAS,0,0,0.00
0093,TERMODINAMICA IRREVERSIBLE LINEAL,6,0,0,S,0,TERMODINAMICA IRREVERSIBLE LINEAL,0,0,0.00
0078,HISTORIA Y FILOSOFIA DE LA CIENCIA,6,0,0,S,0,HISTORIA Y FILOSOFIA DE LA CIENCIA,0,0,0.00
0087,PROPIEDADES FISICAS DE LOS SOLIDOS,6,0,0,S,0,PROPIEDADES FISICAS DE LOS SOLIDOS,0,0,0.00
0086,OPTIMIZACION Y PROCESOS DE SINTESIS,6,0,0,S,0,OPTIMIZACION Y PROCESOS DE SINTESIS II,0,0,0.00
0083,INTRODUCCION A LA SIMULACION MOLECUL,6,0,0,S,0,INTRODUCCION A LA SIMULACION MOLECULAR,0,0,0.00
0094,TOPICOS SELECTOS DE LA EDUCACION QUI,6,0,0,S,0,TOPICOS SELECTOS DE LA EDUCACION QUIMICA,0,0,0.00
0073,CONSTRUCTIVISMO Y ENSEÑANZA DE LA CI,6,0,0,S,0,CONSTRUCTIVISMO Y ENSEÑANZA DE LA CIENCIA,0,0,0.00
0153,FUNCIONAMIENTO DE INGREDIENTES Y ADI,6,0,0,S,0,FUNCIONAMIENTO DE INGREDIENTES Y ADITIVOS,0,0,0.00
0084,INTRODUCCION A LA TERMODINAMICA ESTA,6,0,0,S,0,INTRODUCCION A LA TERMODINAMICA ESTADISTICA,0,0,0.00
0080,INTRODUCCION A LA DINAMICA QUIMICA N,6,0,0,S,0,INTRODUCCION A LA DINAMICA QUIMICA NO LINEAL,0,0,0.00
0076,FISICOQUIMICA DE SISTEMAS MOLECULARE,6,0,0,S,0,FISICOQUIMICA DE SISTEMAS MOLECULARES ORGANICOS,0,0,0.00
0158,TECNOLOGIAS AVANZADAS EN MICROBIOL.,6,0,0,S,0,TECNOLOGIAS AVANZADAS EN MICROBIOL. DE ALIMENTOS,0,0,0.00
0181,FLOTACION,8,0,0,S,0,FLOTACION,0,0,0.00
0136,FARMACOTERAPIA II,8,0,0,S,0,FARMACOTERAPIA II,0,0,0.00
0138,FARMACOVIGILANCIA,8,0,0,S,0,FARMACOVIGILANCIA,0,0,0.00
0206,BIOQUIMICA GENERAL,8,0,0,S,0,BIOQUIMICA GENERAL,0,0,0.00
0147,TECNOLOGIA ENZIMATICA,8,0,0,S,0,TECNOLOGIA ENZIMATICA,0,0,0.00
0172,TECNOLOGIA DE FRUTAS Y HORTALIZAS,8,0,0,S,0,TECNOLOGIA DE FRUTAS Y HORTALIZAS,0,0,0.00
0188,MICROSCOPIA DE BARRIDO ELECTRONICO,8,0,0,S,0,MICROSCOPIA DE BARRIDO ELECTRONICO,0,0,0.00
0183,INTRODUCCION A LA CIENCIA DE POLIMER,8,0,0,S,0,INTRODUCCION A LA CIENCIA DE POLIMEROS,0,0,0.00
0184,MATERIALES COMPUESTOS DE MATRIZ META,8,0,0,S,0,MATERIALES COMPUESTOS DE MATRIZ METALICA,0,0,0.00
0185,METALURGIA DE ALEACIONES COLADAS BAS,8,0,0,S,0,METALURGIA DE ALEACIONES COLADAS BASE ALUMNIO,0,0,75.00
0178,ANALIS MAT D TRAB EXP EN ING D PROC,8,0,0,S,0,ANALIS MAT D TRAB EXP EN ING D PROC META Y MATE,0,0,0.00
0180,CERAMICOS,9,0,0,S,0,CERAMICOS,0,0,0.00
1312,FISIOLOGIA,9,0,0,S,0,FISIOLOGIA,0,0,0.00
0179,BIOLIXIVIACION DE MINERALES,9,0,0,S,0,BIOLIXIVIACION DE MINERALES,0,0,0.00
0187,METALURGIA DE POLVOS Y SOLDADURA,9,0,0,S,0,METALURGIA DE POLVOS Y SOLDADURA,0,0,67.00
0034,QUIMICA BIOINORGANICA,10,0,0,S,0,QUIMICA BIOINORGANICA,0,0,0.00
0218,INGENIERIA BIOQUIMICA,10,0,0,S,0,INGENIERIA BIOQUIMICA,0,0,0.00
0068,SINTESIS DE MATERIALES,10,0,0,S,0,SINTESIS DE MATERIALES,0,0,0.00
0131,MICROBIOLOGIA AMBIENTAL II,10,0,0,S,0,MICROBIOLOGIA AMBIENTAL II,0,0,0.00
0112,TECNOLOGIA FARMACEUTICA III,10,0,0,S,0,TECNOLOGIA FARMACEUTICA III,0,0,0.00
0031,INTRODUCCION A LOS MATERIALES,10,0,0,S,0,INTRODUCCION A LOS MATERIALES,0,0,0.00
0069,TECNICAS DE ANALISIS DE SOLIDOS,10,0,0,S,0,TECNICAS DE ANALISIS DE SOLIDOS,0,0,0.00
0216,ESTANCIA ACADEMICA,24,0,0,S,0,ESTANCIA ACADEMICA,0,0,0.00
0217,ESTANCIA PROFESIONAL,24,0,0,S,0,ESTANCIA PROFESIONAL,0,0,0.00
1905,ESTANCIA ESTUDIANTIL,25,0,0,S,0,ESTANCIA ESTUDIANTIL,0,0,0.00
1205,CALCULO II,8,T,0,S,01030100,CALCULO II,1,CALCULUS II,100.00
1209,FISICA II,8,T,0,S,01020000,FISICA II,0,PHYSICAL II,100.00
1210,LABORATORIO DE FISICA,4,T,0,S,01020000,LABORATORIO DE FISICA,0,PHYSICAL LABORATORY,100.00
0099,PENSAMIENTO Y APRENDIZAJE,6,T,0,S,09990000,PENSAMIENTO Y APRENDIZAJE,0,0,100.00
0100,PSICOLOGIA DEL TRABAJO HUMANO,6,T,0,S,09990000,PSICOLOGIA DEL TRABAJO HUMANO,0,0,100.00
0101,REGIONES SOCIOECONOMICAS,6,0,0,S,09990000,REGIONES SOCIOECONOMICAS,0,0,0.00
0102,RELACIONES HUMANAS,6,T,0,S,09990000,RELACIONES HUMANAS,0,0,100.00
1214,BIOLOGIA CELULAR,6,T,0,S,04030000,BIOLOGIA CELULAR,0,0,100.00
9997,TALLER DE CALCULO II,0,T,20051,S,01030100,TALLER DE CALCULO II,0,,100.00
1311,QUIMICA ORGANICA I,10,L,0,S,02030100,QUIMICA ORGANICA I,0,ORGANIC CHEMISTRY I,60.00
1309,FUNDAMENTOS DE ESPECTROSCOPIA,8,L,0,S,01020100,FUNDAMENTOS DE ESPECTROSCOPIA,0,SPECTROSCOPY OF FUNDAMENTAL,75.00
1308,EQUILIBRIO Y CINETICA,9,L,0,S,01010100,EQUILIBRIO Y CINETICA,0,KINETICS AND EQUILIBRIUM,67.00
1316,BALANCES DE MATERIA Y ENERGIA,10,T,0,S,03010100,BALANCES DE MATERIA Y ENERGIA,0,0,100.00
0095,ECONOMIA Y SOCIEDAD,6,T,0,S,09990000,ECONOMIA Y SOCIEDAD,0,0,100.00
0097,FUNDAMENTOS DE ADMINISTRACION,6,T,0,S,09990000,FUNDAMENTOS DE ADMINISTRACION,0,0,100.00
1310,QUIMICA INORGANICA I,9,L,0,S,02020200,QUIMICA INORGANICA I,0,INORGANIC CHEMISTRY I,67.00
1089,CIENCIA Y ARTE I,6,T,20071,S,09990000,CIENCIA Y ARTE I,0,,100.00
1090,CIENCIA Y ARTE II,6,T,20071,S,09990000,CIENCIA Y ARTE II,0,,0.00
1456,QUIMICA ANALITICA III,9,L,20001,S,02010100,QUIMICA ANALITICA III,1,ANALYTICAL CHEMISTRY III,66.67
0164,FISIOLOGIA,9,L,0,S,04030100,FISIOLOGIA,0,0,66.70
1315,METALURGIA Y SOCIEDAD,6,T,0,S,03020300,METALURGIA Y SOCIEDAD,0,0,100.00
1314,FUNDAMENTOS DE METALURGIA Y MATERIAL,8,L,0,S,03020300,FUNDAMENTOS DE METALURGIA Y MATERIALES,0,0,75.00
1413,QUIMICA ORGANICA II,10,L,0,S,02030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,60.00
1412,QUIMICA ORGANICA II,9,L,0,S,02030100,QUIMICA ORGANICA II,0,0,65.00
1407,QUIMICA ORGANICA II,10,L,0,S,02030100,QUIMICA ORGANICA II,0,0,60.00
1411,QUIMICA ORGANICA II,9,L,0,S,02030100,QUIMICA ORGANICA II,0,0,65.00
1404,QUIMICA CUANTICA I,8,T,0,S,01020000,QUIMICA CUANTICA I,0,QUANTUM CHEMISTRY I,0.00
1212,TERMODINAMICA,11,L,0,S,01010100,TERMODINAMICA,0,THERMODYNAMICS,73.00
1211,QUIMICA GENERAL II,8,L,20001,S,02020100,QUIMICA GENERAL II,0,GENERAL CHEMISTRY II,50.00
1424,METODOS NUMERICOS,6,T,0,S,01030200,METODOS NUMERICOS,0,0,0.00
1410,MICROBIOLOGIA GENERAL,6,T,0,S,04030200,MICROBIOLOGIA GENERAL,0,0,0.00
1428,TRANSFERENCIA DE MOMENTUM,6,T,0,S,03010100,TRANSFERENCIA DE MOMENTUM,0,0,100.00
1400,ESTADISTICA,8,T,0,S,01030200,ESTADISTICA,0,STATISTICS,0.00
1420,INTRODUCCION A LA CIENCIA E INGENIER,8,L,0,S,03020300,INTRODUCCION A LA CIENCIA E INGENIERIA DE MATERIAL,0,0,75.00
1408,FARMACOLOGIA I,9,L,0,S,04020100,FARMACOLOGIA I,0,0,70.00
1402,QUIMICA ANALITICA I,9,L,0,S,02010100,QUIMICA ANALITICA I,0,ANALYTICAL CHEMISTRY I,67.00
1406,QUIMICA INORGANICA II,9,L,0,S,02020200,QUIMICA INORGANICA II,0,INORGANIC CHEMISTRY II,67.00
1419,EQUILIBRIO DE FASES EN METALURGIA Y,9,T,0,S,03020100,EQUILIBRIO DE FASES EN METALURGIA Y MATERIALES,0,0,70.00
1422,INTRODUC. A LA ING. DE PROCESOS META,9,T,0,S,03020100,INTRODUC. A LA ING. DE PROCESOS METAL. Y DE MAT.,0,0,67.00
1426,TERMODINAMICA QUIMICA,10,T,0,S,01010100,TERMODINAMICA QUIMICA,0,0,0.00
1401,FISICOQUIMICA DE IONICA Y ELECTRODIC,6,T,0,S,01010100,FISICOQUIMICA DE IONICA Y ELECTRODICA,0,ELECTRODE AND IONIC PHYSICOCHEMICAL,0.00
1011,CARACTERIZACION Y PROCES D POLIMEROS,8,L,20001,S,03010200,CARACTERIZACION Y PROCES D POLIMEROS,0,POLYMERS II,80.00
1814,DINAMICA Y CONTROL DE PROCESOS,10,T,20001,S,03010100,DINAMICA Y CONTROL DE PROCESOS,0,PROCESS DYNAMICS AND CONTROL,100.00
1935,TRABAJO DE INVESTIGACION,20,T,20001,S,02030000,TRABAJO DE INVESTIGACION,0,RESEARCH,100.00
0167,CONFITERIA,6,L,0,S,03030100,CONFITERIA,0,0,0.00
0152,ENVASES PARA ALIMENTOS,6,T,0,S,03030100,ENVASES PARA ALIMENTOS,0,0,0.00
1538,CINETICA QUIMICA Y CATALISIS,6,T,0,S,01010200,CINETICA QUIMICA Y CATALISIS,0,0,0.00
1540,ELECTROQUIMICA,6,T,0,S,01010200,ELECTROQUIMICA,0,0,0.00
1542,FENOMENOS DE SUPERFICIE,6,T,0,S,01010200,FENOMENOS DE SUPERFICIE,0,0,0.00
1543,INGENIERIA DE FLUIDOS,7,T,0,S,03010100,INGENIERIA DE FLUIDOS,0,0,0.00
1544,LABORATORIO DE INGENIERIA QUIMICA I,3,T,0,S,03010100,LABORATORIO DE INGENIERIA QUIMICA I,0,0,0.00
1547,TRANSFERENCIA DE ENERGIA,6,T,0,S,03010100,TRANSFERENCIA DE ENERGIA,0,0,0.00
1500,FISIOLOGIA MICROBIANA,4,T,0,S,04030200,FISIOLOGIA MICROBIANA,0,0,0.00
1528,ANALISIS DE SISTEMAS REACCIONANTES E,9,T,0,S,03020300,ANALISIS DE SISTEMAS REACCIONANTES EN METALURGIA,0,0,67.00
1530,BENEFICIO DE MINERALES,9,L,0,S,03020300,BENEFICIO DE MINERALES,0,0,70.00
1531,METALURGIA QUIMICA EXPERIMENTAL,4,T,0,S,03020300,METALURGIA QUIMICA EXPERIMENTAL,0,0,0.00
1532,TRANSFORMACIONES DE FASE,9,L,0,S,03020300,TRANSFORMACIONES DE FASE,0,0,67.00
1533,TRANSPORTE DE ENERGIA,9,L,0,S,03020300,TRANSPORTE DE ENERGIA,0,0,67.00
1504,QUIMICA ANALITICA II,6,T,0,S,02010100,QUIMICA ANALITICA II,0,ANALYTICAL CHEMISTRY II,0.00
1507,ANALITICA EXPERIMENTAL I,3,T,0,S,02010100,ANALITICA EXPERIMENTAL I,0,0,0.00
1508,BIOQUIMICA,8,T,0,S,04010100,BIOQUIMICA,0,0,0.00
1509,FARMACOLOGIA II,9,L,0,S,04020100,FARMACOLOGIA II,0,0,70.00
1515,MICROBIOLOGIA EXPERIMENTAL,6,T,0,S,04030200,MICROBIOLOGIA EXPERIMENTAL,0,0,0.00
1521,QUIMICA ORGANICA III,9,L,0,S,02030100,QUIMICA ORGANICA III,0,0,65.00
1503,METROLOGIA,4,T,0,S,01020100,METROLOGIA,0,METROLOGY,0.00
1505,QUIMICA INORGANICA III,9,L,0,S,02020200,QUIMICA INORGANICA III,0,INORGANIC CHEMISTRY III,67.00
1512,DISEÑO DE EXPERIMENTOS,6,T,0,S,01030200,DISEÑO DE EXPERIMENTOS,0,0,0.00
1514,FISICOQUIMICA DE ALIMENTOS,6,T,0,S,01010100,FISICOQUIMICA DE ALIMENTOS,0,0,0.00
1519,QUIMICA DE ALIMENTOS I,8,T,0,S,03030200,QUIMICA DE ALIMENTOS I,0,0,0.00
1506,QUIMICA ORGANICA III,10,L,0,S,02030100,QUIMICA ORGANICA III,0,ORGANIC CHEMISTRY III,60.00
0277,HISTORIA Y FILOSOFIA DE LA QUIMICA,6,T,0,S,09990000,HISTORIA Y FILOSOFIA DE LA QUIMICA,0,0,0.00
1206,ESTRUCTURA DE LA MATERIA,6,T,0,S,01020100,ESTRUCTURA DE LA MATERIA,0,ATOMIC STRUCTURE,100.00
1605,QUIMICA INORGANICA IV,9,L,0,S,02020100,QUIMICA INORGANICA IV,0,INORGANIC CHEMISTRY IV,67.00
1606,QUIMICA ORGANICA IV,10,L,0,S,02030100,QUIMICA ORGANICA IV,0,ORGANIC CHEMISTRY IV,60.00
1628,QUIMICA ORGANICA III,10,L,0,S,02030100,QUIMICA ORGANICA III,0,0,60.00
1602,ANALITICA EXPERIMENTAL I,4,0,0,S,02010100,ANALITICA EXPERIMENTAL I,0,EXPEREMENTAL ANALYTICAL I,0.00
1603,CINETICA QUIMICA,6,0,0,S,01010100,CINETICA QUIMICA,0,KINETICS CHEMISTRY,0.00
1604,QUIMICA ANALITICA III,6,0,0,S,02010100,QUIMICA ANALITICA III,0,0,0.00
1607,ANALITICA EXPERIMENTAL II,3,T,0,S,02010100,ANALITICA EXPERIMENTAL II,0,0,0.00
1608,ATENCION FARMACEUTICA,6,0,0,S,04020100,ATENCION FARMACEUTICA,0,0,100.00
1609,BACTERIOLOGIA,6,0,0,S,04030100,BACTERIOLOGIA,0,0,0.00
1610,BACTERIOLOGIA EXPERIMENTAL,5,T,0,S,04030100,BACTERIOLOGIA EXPERIMENTAL,0,0,0.00
1612,QUIMICA ANALITICA INSTRUMENTAL I,6,0,0,S,02010100,QUIMICA ANALITICA INSTRUMENTAL I,0,0,0.00
1614,TOXICOLOGIA,10,L,0,S,04020100,TOXICOLOGIA,0,0,60.00
1618,LABORATORIO DE ALIMENTOS I,8,T,0,S,03030100,LABORATORIO DE ALIMENTOS I,0,0,0.00
1620,NUTRICION,6,0,0,S,03030100,NUTRICION,0,0,0.00
1630,GENETICA Y BIOLOGIA MOLECULAR,8,0,0,S,04010100,GENETICA Y BIOLOGIA MOLECULAR,0,0,0.00
1631,FUNDAMENTOS DE PROCESADO ELECTROMETA,11,0,0,S,03020100,FUNDAMENTOS DE PROCESADO ELECTROMETALURGICO,0,0,73.00
1632,PIROMETALURGIA,8,0,0,S,03020100,PIROMETALURGIA,0,0,75.00
1638,TRATAMIENTOS TERMICOS,9,0,0,S,03020100,TRATAMIENTOS TERMICOS,0,0,70.00
1640,INGENIERIA DE CALOR,7,0,0,S,03010100,INGENIERIA DE CALOR,0,0,0.00
1642,INGENIERIA DE REACTORES I,6,0,0,S,03010100,INGENIERIA DE REACTORES I,0,0,0.00
1644,LABORATORIO UNIFICADO DE FISICOQUIMI,4,T,0,S,01010100,LABORATORIO UNIFICADO DE FISICOQUIMICA,0,0,0.00
1646,LABORATORIO DE INGENIERIA QUIMICA II,3,T,0,S,03010100,LABORATORIO DE INGENIERIA QUIMICA II,0,0,0.00
1649,TRANSFERENCIA DE MASA,6,0,0,S,03010100,TRANSFERENCIA DE MASA,0,0,0.00
1619,MICROBIOLOGIA DE ALIMENTOS,10,0,0,S,04030100,MICROBIOLOGIA DE ALIMENTOS,0,0,0.00
1643,INGENIERIA ECONOMICA I,6,0,0,S,03010100,INGENIERIA ECONOMICA I,0,0,0.00
0221,INTRODUCCION A LA CIENCIA DE POLIMER,6,0,0,S,03010100,INTRODUCCION A LA CIENCIA DE POLIMEROS,0,0,0.00
0214,ECONOMIA Y ADMINISTRACION I,6,0,0,S,03010100,ECONOMIA Y ADMINISTRACION I,0,0,0.00
0098,FUNDAMENTOS DE DERECHO,6,0,0,S,09990000,FUNDAMENTOS DE DERECHO,0,0,0.00
1639,TRANSPORTE DE MASA,9,0,0,S,03020100,TRANSPORTE DE MASA,0,0,67.00
0142,BIOTECNOLOGIA,4,0,0,S,03030000,BIOTECNOLOGIA,0,0,0.00
1706,BIOFARMACIA,10,L,0,S,04020100,BIOFARMACIA,0,0,30.00
1705,ANALISIS DE MEDICAMENTOS,10,L,0,S,04020100,ANALISIS DE MEDICAMENTOS,0,0,60.00
1709,TECNOLOGIA FARMACEUTICA I,10,0,0,S,04020100,TECNOLOGIA FARMACEUTICA I,0,0,60.00
1740,INGENIERIA DE REACTORES II,7,0,0,S,03010100,INGENIERIA DE REACTORES II,0,0,0.00
1742,INGENIERIA AMBIENTAL,6,0,0,S,03010100,INGENIERIA AMBIENTAL,0,0,0.00
1743,INGENIERIA ECONOMICA II,6,0,0,S,03010100,INGENIERIA ECONOMICA II,0,0,0.00
1749,LABORATORIO D INGENIERIA QUIMICA III,3,T,0,S,03010100,LABORATORIO DE INGENIERIA QUIMICA III,0,0,0.00
1750,PROCESOS DE SEPARACION,10,0,0,S,03010100,PROCESOS DE SEPARACION,0,0,0.00
0265,MATEMATICAS APLICADAS II,6,0,0,S,03010100,MATEMATICAS APLICADAS II,0,0,0.00
1728,ANALISIS NUMERICO EN FENOMENOS DE TR,3,0,0,S,03020100,ANALISIS NUMERICO EN FENOMENOS DE TRANSPORTE,0,0,0.00
1730,COMPORTAMIENTO MECANICO,8,L,0,S,03020100,COMPORTAMIENTO MECANICO,0,0,75.00
1731,CORROSION Y PROTECCION,9,0,0,S,03020100,CORROSION Y PROTECCION,0,0,67.00
1732,HIDROMETALURGIA,9,0,0,S,03020100,HIDROMETALURGIA,0,0,67.00
1739,SOLIDIFICACION,4,0,0,S,03020100,SOLIDIFICACION,0,0,50.00
0104,COMUNICACION CIENTIFICA,6,L,0,S,09990000,COMUNICACION CIENTIFICA,0,0,0.00
1700,ANALITICA EXPERIMENTAL II,6,T,0,S,02010100,ANALITICA EXPERIMENTAL II,0,0,0.00
1701,BIOQUIMICA GENERAL,8,0,0,S,04010100,BIOQUIMICA GENERAL,0,0,0.00
0141,BIOQUIMICA EXPERIMENTAL,6,T,0,S,04010100,BIOQUIMICA EXPERIMENTAL,0,0,0.00
1703,LABORATORIO UNIFICADO DE FISICOQUIMI,8,T,0,S,01010100,LABORATORIO UNIFICADO DE FISICOQUIMICA,0,0,0.00
1708,INMUNOLOGIA GENERAL,10,L,0,S,04030100,INMUNOLOGIA GENERAL,0,0,0.00
1711,CALIDAD,8,0,0,S,03030100,CALIDAD,0,0,75.00
1712,EVALUACION SENSORIAL,4,T,0,S,03030100,EVALUACION SENSORIAL,0,0,0.00
1715,LABORATORIO DE ALIMENTOS II,8,T,0,S,03030100,LABORATORIO DE ALIMENTOS II,0,0,0.00
1716,PROCESOS DE ALIMENTOS,8,0,0,S,03030100,PROCESOS DE ALIMENTOS,0,0,0.00
0303,QUIMICA DE ALIMENTOS II,6,0,0,S,03030100,QUIMICA DE ALIMENTOS II,0,0,0.00
1724,QUIMICA DE ALIMENTOS III,6,0,0,S,03030100,QUIMICA DE ALIMENTOS III,0,0,0.00
1727,TOXICOLOGIA DE ALIMENTOS,6,0,0,S,03030100,TOXICOLOGIA DE ALIMENTOS,0,0,0.00
0032,POLIMEROS,10,0,0,S,02030100,POLIMEROS,0,0,0.00
0033,QUIMICA AMBIENTAL,10,0,0,S,02030100,QUIMICA AMBIENTAL,0,0,0.00
0067,QUIMICA ORGANICA V,10,L,0,S,02030100,QUIMICA ORGANICA V,0,0,60.00
0038,QUIMICA CUANTICA II,10,0,0,S,01020100,QUIMICA CUANTICA II,0,0,0.00
0039,QUIMICA DE DISPOSITIVOS DEL EDO. SOL,10,0,0,S,01020100,QUIMICA DE DISPOSITIVOS DEL EDO. SOLIDO,0,0,0.00
0046,QUIMICA DE MATERIALES,10,L,0,S,02020100,QUIMICA DE MATERIALES,0,0,60.00
0048,QUIMICA NUCLEAR,10,L,0,S,02020100,QUIMICA NUCLEAR,0,0,60.00
