CLAVE,NOMBRE,CREDITOS,LABORATORIO,INICIO,VIGENCIA,DEPARTAMENTO,NOMBRE_COMPLETO,EQUIVALENCIA,NOMBRE_INGLES,PORCEN_CAL
0190,TECS SELECTAS P MODEL MAT EN ING D P,6,0,0,S,03020100,TECS SELECTAS P MODEL MAT EN ING D PROC MET Y MATE,0,0,0.00
0207,CATALISIS I,6,0,0,S,03010100,CATALISIS I,0,0,0.00
0213,DISEÑO DE EQUIPO,6,0,0,S,03010100,DISEÑO DE EQUIPO,0,0,0.00
0215,ECONOMIA Y ADMINISTRACION II,6,0,0,S,03010100,ECONOMIA Y ADMINISTRACION II,0,0,0.00
0219,INGENIERIA DE SISTEMAS I,6,0,20091,S,03010100,INGENIERIA DE SISTEMAS I,0,0,0.00
0256,MATEMATICAS APLICADAS I,6,0,0,S,03010100,MATEMATICAS APLICADAS I,0,APPLIED MATHEMATICS I,0.00
0276,REOLOGIA Y PROCESAMIENTO DE POLIMERO,6,0,0,S,03010100,REOLOGIA Y PROCESAMIENTO DE POLIMEROS,0,0,0.00
0182,INTERPRETACION METALOGRAFICA,8,0,0,S,03020100,INTERPRETACION METALOGRAFICA,0,0,0.00
0189,MODELADO FISICO D PROCESOS METALUGIC,8,0,0,S,03020100,MODELADO FISICO D PROCESOS METALUGICOS Y D MATER,0,0,0.00
1736,INGENIERIA ECONOMICA,6,0,0,S,03010100,INGENIERIA ECONOMICA,0,0,0.00
1722,QUIMICA DE ALIMENTOS II,6,T,2006,S,03030100,QUIMICA DE ALIMENTOS II,0,0,0.00
1307,ECUACIONES DIFERENCIALES,8,T,0,S,01030100,ECUACIONES DIFERENCIALES,0,DIFFERENTIAL EQUATIONS,100.00
1502,FISICOQUIMICA DE INTERFASES,6,T,0,S,01010100,FISICOQUIMICA DE INTERFASES,0,INTERPHASES OF PHYSICOCHEMICAL,0.00
0096,FILOSOFIA DE LA CIENCIA,6,T,0,S,09990000,FILOSOFIA DE LA CIENCIA,0,SCIENCE OF THE PHILOSOPHY,0.00
0186,METALURGIA DE HIERROS COLADOS,8,0,0,S,03020100,METALURGIA DE HIERROS COLADOS,0,0,75.00
0156,INOCUIDAD ALIMENTARIA,6,0,0,S,03030100,INOCUIDAD ALIMENTARIA,0,0,0.00
0254,MICROBIOLOGIA GENERAL,6,0,0,S,04030100,MICROBIOLOGIA GENERAL,0,0,0.00
1024,PROCESOS DE MANUFACTURA,9,T,20001,S,03020200,PROCESOS DE MANUFACTURA,0,MANUFACTURE OF PROCESSES,100.00
1806,ASEGURAMIENTO DE CALIDAD,6,0,0,S,04020100,ASEGURAMIENTO DE CALIDAD,0,0,0.00
0105,DESARROLLO ANALITICO,6,0,0,S,04020100,DESARROLLO ANALITICO,0,0,0.00
0106,DESARROLLO FARMACEUTICO,6,0,0,S,04020100,DESARROLLO FARMACEUTICO,0,0,0.00
0107,FARMACOGNOSIA,10,0,0,S,04020100,FARMACOGNOSIA,0,0,0.00
0109,INGENIERIA FARMACEUTICA,10,0,0,S,04020100,INGENIERIA FARMACEUTICA,0,0,0.00
0110,QUMICA FARMACEUTICA,10,0,0,S,04020100,QUMICA FARMACEUTICA,0,0,0.00
0111,TECNOLOGIA FARMACEUTICA II,10,0,0,S,04020100,TECNOLOGIA FARMACEUTICA II,0,0,0.00
0134,ADMINISTRACION FARMACEUTICA,6,0,0,S,04020100,ADMINISTRACION FARMACEUTICA,0,0,0.00
0135,FARMACOTERAPIA I,8,0,0,S,04020100,FARMACOTERAPIA I,0,0,0.00
0139,LEGISLACION FARMACEUTICA,6,0,0,S,04020100,LEGISLACION FARMACEUTICA,0,0,0.00
1802,ANALITICA EXPERIMENTAL III,3,0,0,S,02010100,ANALITICA EXPERIMENTAL III,0,0,0.00
1803,QUIMICA ANALITICA INSTRUMENTAL II,6,0,0,S,02010100,QUIMICA ANALITICA INSTRUMENTAL II,0,0,0.00
1804,SEMINARIO I,8,0,0,S,02030100,SEMINARIO I,0,0,0.00
1805,TRABAJO DE INVESTIGACION I,20,0,0,S,02030100,TRABAJO DE INVESTIGACION I,0,0,0.00
1807,BIOQUIMICA CLINICA,11,0,0,S,04010100,BIOQUIMICA CLINICA,0,0,70.00
1808,INTRODUCCION A LA GENOMICA,6,0,0,S,04030100,INTRODUCCION A LA GENOMICA,0,0,0.00
1809,LAB. DE TECNOLOGIA DE ALIMENTOS,20,0,0,S,03030100,LAB. DE TECNOLOGIA DE ALIMENTOS,0,0,0.00
1810,CONFORMADO MECANICO,8,0,0,S,03020100,CONFORMADO MECANICO,0,0,75.00
1811,ELECTROMETALURGIA,8,0,0,S,03020100,ELECTROMETALURGIA,0,0,75.00
1815,FUNDICION,10,0,0,S,03020100,FUNDICION,0,0,60.00
1816,ING. DE PROCESOS METALURGICOS Y DE M,6,0,0,S,03020100,ING. DE PROCESOS METALURGICOS Y DE MATERIALES,0,0,0.00
1817,DISEÑO DE PROCESOS,10,0,0,S,03010100,DISEÑO DE PROCESOS,0,0,0.00
1819,DINAMICA Y CONTROL DE PROCESOS,7,0,0,S,03010100,DINAMICA Y CONTROL DE PROCESOS,0,0,0.00
1823,LABORATORIO DE INGENIERIA QUIMICA  I,3,0,0,S,03010100,LABORATORIO DE INGENIERIA QUIMICA  IV,0,0,0.00
1824,TALLER DE PROBLEMAS,6,0,0,S,03010100,TALLER DE PROBLEMAS,0,0,0.00
1903,SEMINARIO II,6,0,0,S,02030100,SEMINARIO II,0,0,0.00
1904,TRABAJO DE INVESTIGACION II,20,0,0,S,02030100,TRABAJO DE INVESTIGACION II,0,0,0.00
1906,ESTANCIA,20,0,0,S,03030100,ESTANCIA,0,0,0.00
1907,ANALISIS DE FALLAS,7,0,0,S,03020100,ANALISIS DE FALLAS,0,0,0.00
1908,INGENIERIA DE ALEACIONES,4,0,0,S,03020100,INGENIERIA DE ALEACIONES,0,0,0.00
1909,PROYECTO,20,0,0,S,03020100,PROYECTO,0,0,0.00
1911,SIDERURGIA,4,0,0,S,03020100,SIDERURGIA,0,0,0.00
1912,INGENIERIA DE PROYECTOS,7,0,0,S,03010100,INGENIERIA DE PROYECTOS,0,0,0.00
0074,ESPECTROSCOPIA APLICADA,6,0,0,S,02010100,ESPECTROSCOPIA APLICADA,0,0,0.00
0085,OPTIMIZACION Y PROCESOS DE SINTESIS,6,0,0,S,02030100,OPTIMIZACION Y PROCESOS DE SINTESIS I,0,0,0.00
0108,FISICOQUIMICA FARMACEUTICA,10,0,0,S,01010100,FISICOQUIMICA FARMACEUTICA,0,0,0.00
0113,APLICACIONES DE BIOQUIMICA Y BILOGIA,8,0,0,S,04010100,APLICACIONES DE BIOQUIMICA Y BILOGIA MOLECULAR,0,0,0.00
0114,BIOSINTESIS Y BIOTECNOLOGIA,9,0,0,S,04030100,BIOSINTESIS Y BIOTECNOLOGIA,0,0,0.00
0117,HEMATOLOGIA,9,0,0,S,04030100,HEMATOLOGIA,0,0,0.00
0118,INMUNOLOGIA APLICADA,10,0,0,S,04030100,INMUNOLOGIA APLICADA,0,0,0.00
0119,MICOLOGIA,9,0,0,S,04030100,MICOLOGIA,0,0,0.00
0130,MICROBIOLOGIA AMBIENTAL I,6,0,0,S,04030100,MICROBIOLOGIA AMBIENTAL I,0,0,0.00
0132,PARASITOLOGIA,9,0,0,S,04030100,PARASITOLOGIA,0,0,0.00
0133,VIROLOGIA,6,0,0,S,04030100,VIROLOGIA,0,0,0.00
0140,ALIMENTOS FERMENTADOS,4,0,0,S,03030100,ALIMENTOS FERMENTADOS,0,0,0.00
0143,ENOLOGIA,6,0,0,S,03030100,ENOLOGIA,0,0,0.00
0144,GENETICA Y BIOLOGIA MOLECULAR,8,0,0,S,04010100,GENETICA Y BIOLOGIA MOLECULAR,0,0,0.00
0146,MALTA Y CERVEZA,4,0,0,S,03030100,MALTA Y CERVEZA,0,0,0.00
0151,DESARROLLO DE NUEVOS PRODUCTOS,6,0,0,S,03030100,DESARROLLO DE NUEVOS PRODUCTOS,0,0,0.00
0170,PRODUCTOS PESQUEROS Y ACUICOLAS,6,0,0,S,03030100,PRODUCTOS PESQUEROS Y ACUICOLAS,0,0,0.00
0173,TECNOLOGIA DE LACTEOS,6,0,0,S,03030100,TECNOLOGIA DE LACTEOS,0,0,0.00
0205,ADMINISTRACION DE PROYECTOS,6,0,0,S,03010100,ADMINISTRACION DE PROYECTOS,0,0,0.00
0212,CATALISIS II,6,0,0,S,03010100,CATALISIS II,0,0,0.00
0220,INGENIERIA DE SISTEMAS II,6,0,0,S,0,INGENIERIA DE SISTEMAS II,0,0,0.00
0222,LABORATORIO DE MICROBIOLOGIA,4,0,0,S,04030100,LABORATORIO DE MICROBIOLOGIA,0,0,0.00
0267,MATEMATICAS APLICADAS III,6,0,0,S,03010100,MATEMATICAS APLICADAS III,0,0,0.00
0273,PROTECCION AMBIENTAL I,6,0,0,S,03010100,PROTECCION AMBIENTAL I,0,0,0.00
0272,MODELADO Y SIMULACION DE PROCESOS PO,6,0,0,S,03010100,MODELADO Y SIMULACION DE PROCESOS POLIMERICOS,0,0,0.00
0238,LABORATORIO DE POLIMEROS I,3,0,0,S,03010100,LABORATORIO DE POLIMEROS I,0,0,0.00
0081,INTRODUCCION A LA GENOMICA,6,0,0,S,04010100,INTRODUCCION A LA GENOMICA,0,0,0.00
0030,BIOSISTESIS MICROBIANA,10,0,0,S,04030100,BIOSISTESIS MICROBIANA,0,0,0.00
