IIDPLAZAEM,INUMEMP,INUMPLAZA,TICVEFUNC,TICVEPROG,SICVESUBPR,SICVEDEP,TICVESUBDE,SICVEPART,CCVETIPEJE,CCVECATEG,CNIVELDGP,NTOTHOR,MSDO,TICVETIPCO,SDFECINI,SDFECFIN,SICVENODO,SISTATUS,CUNIPAG,SICVEORGIN,TICVETIPMO,SINUMCAU,SICVELIC,VCDESARECO,VCNUMFOLDG,NPERPAG,SDFECREG,CPROCSIP,TICVECLASA,INUMFOL,SISERIAL,SICVEDEPNO,TICVESDNOD,INUMEMPREG
252929,141617,14388,1,0,1,418,1,151,,ET2300,52,30.0000,3914.0000,0,01/03/2007,,1,10,N,0,1,28,0,SE ANEXA OF.(418.01)-998 DE LA C.M.P.E FECHADO EL 19/02/2007,2007028152,200707,22/03/2007,S,0,65913,2,723,0,0
291659,823253,25328,3,1,4,418,2,151,0,ET1700,50,30.0000,6046.0500,0,16/11/2010,,8,10,N,0,1,28,0,,2011001184,201101,14/12/2010,S,0,23917,2,418,0,0
199419,89826,15076,3,1,7,418,2,121,0,D6600,96,40.0000,21608.6000,3,01/02/2010,31/07/2010,8,10,N,0,3,16,43,"QUIMICA TEORICA Especialidad:""Cálculos de estructuras electrónicas de cúmulos de átomos inmersos en materia condensada y en espacio libre""",2010019533,201006,17/03/2010,S,0,21706,1,418,0,0
173961,807148,14532,1,1,1,418,2,151,,AA0200,52,40.0000,2894.0000,0,01/04/2004,,1,10,N,0,1,997,0,,2004537991,200412,19/06/2004,S,0,49033,2,723,0,0
144083,102918,14705,1,0,8,418,1,151,,ET1700,53,32.0000,4352.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003527672,200313,02/07/2003,S,0,35949,3,723,0,0
144084,102918,68389,1,0,8,418,1,155,,ET1700,53,16.0000,2176.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003527672,200313,02/07/2003,S,0,35949,4,723,0,0
273272,144619,48908,1,0,1,418,1,151,,AA0200,51,40.0000,3984.6500,0,01/02/2011,,1,10,N,0,1,997,0,,2011501290,201108,06/04/2011,S,0,96732,2,723,0,0
156134,140786,14924,1,0,1,418,1,161,,CFQ800,11,40.0000,5024.0000,0,22/07/2004,,8,10,N,0,1,36,0,,2004055424,200504,18/02/2005,S,0,757,1,418,0,0
133646,69195,15163,3,1,10,418,2,141,,D9500,85,40.0000,7032.5200,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
277337,848208,14481,1,1,1,418,2,151,,AA0200,50,37.5000,3399.6000,0,12/08/2009,,1,10,N,0,1,62,0,,2009061909,200917,03/09/2009,S,0,85673,1,723,0,0
252113,152744,14290,1,0,6,418,1,147,0,D9400,84,40.0000,11911.3500,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,FARMACIA,2011000773,201101,14/12/2010,S,0,23833,1,418,0,0
169401,750461,68297,1,1,1,418,2,151,0,A0600,52,32.5000,6941.6000,0,02/11/2010,,8,10,N,0,1,36,0,,2010091128,201023,02/12/2010,S,0,23679,1,418,0,0
234530,750461,73613,1,1,1,418,2,155,0,A0600,52,15.5000,3470.8000,0,02/11/2010,,8,10,N,0,1,36,0,,2010091129,201023,02/12/2010,S,0,23678,1,418,0,0
290906,815447,2933,1,0,1,418,1,151,0,ET4300,50,32.0000,5772.9000,0,16/08/2010,,1,10,N,0,1,28,0,,2010088680,201023,02/12/2010,S,0,93369,2,723,0,0
154344,135700,4820,1,0,20,418,1,151,,ET0600,53,32.0000,5827.6000,0,01/08/2009,,1,10,N,0,1,997,0,,2009502092,200915,05/08/2009,S,0,83781,2,723,0,0
247017,828801,15245,1,0,8,418,1,151,,ET1700,51,32.0000,4992.9500,0,01/09/2008,,1,10,N,0,1,997,0,,2009500559,200906,17/03/2009,S,0,80897,2,723,0,0
290733,830311,57857,3,1,7,418,2,121,0,D6600,96,40.0000,22692.0000,3,01/02/2011,31/01/2012,8,10,N,0,3,1,1,"FISICA Y QUIMICA TEORICA ESPECIALIDAD ""USO DE LA QUIMICA CUANTICA PARA EL ESTUDIO DE MECANISMOS Y CONSTANTES DE VELOCIDAD EN REACCIONES EN FASE GASEOSA Y EN DISOLUCION""",2011018809,201106,16/03/2011,S,0,24770,1,418,0,0
159409,148839,15961,1,1,1,418,2,151,,AA0200,52,40.0000,2788.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003527766,200312,13/06/2003,S,0,36043,2,723,0,0
265216,843302,14451,1,0,1,418,1,151,,AA0200,50,37.5000,3215.0500,0,29/05/2008,,1,10,N,0,1,62,0,,2008045613,200812,20/06/2008,S,0,75728,1,723,0,0
156198,140956,14768,1,0,20,418,1,151,0,ET0600,52,0.0000,6364.7000,0,14/09/2010,,8,10,N,0,1,36,0,,2010075192,201020,15/10/2010,S,0,23563,1,418,0,0
253251,838415,56205,1,1,1,418,2,151,,AA0200,51,40.0000,3570.5500,0,01/09/2009,,1,10,N,0,1,997,0,,2010500739,201007,27/03/2010,S,0,88996,2,723,0,0
164824,720769,14282,1,0,17,418,1,141,,D9600,89,40.0000,8129.9600,0,16/05/1990,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
164825,720769,14964,1,0,17,418,1,143,,CA2600,14,48.0000,2263.0000,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
170316,753072,15044,1,0,11,418,1,121,,D6600,96,40.0000,16624.2000,3,01/04/2005,,8,10,N,0,1,36,0,MATEMATICAS (ENSEÑANZA DE LA ESTADISTICA APLICADA EN EL AREA DE LA QUIMICA),2005026769,200508,19/04/2005,S,0,4139,1,418,0,0
203396,121249,56490,1,0,9,418,1,141,0,D9400,84,40.0000,12508.5500,3,01/02/2011,31/07/2011,8,10,N,0,3,81,32,METALURGIA FÍSICA,2011019511,201106,16/03/2011,S,0,24771,1,418,0,0
210043,121249,60451,4,2,11,311,1,143,,CA5000,14,48.0000,3329.4100,0,01/05/2002,,7,10,N,0,1,38,0,,2002067183,200214,11/07/2002,S,0,150,1,311,0,0
205450,152713,35022,1,1,1,418,2,151,,A0900,52,32.0000,4779.7600,0,01/11/2008,,1,10,N,0,1,997,0,,2009500246,200904,17/02/2009,S,0,80151,2,723,0,0
273841,129634,14639,1,0,6,418,1,151,,ET1600,51,32.5000,9433.5000,0,16/02/2011,,1,10,N,0,1,997,0,,2011500694,201106,16/03/2011,S,0,95990,3,723,0,0
273842,129634,14893,1,0,6,418,1,155,,ET1600,51,15.5000,4716.7500,0,16/02/2011,,1,10,N,0,1,997,0,,2011500694,201106,16/03/2011,S,0,95990,4,723,0,0
222074,742612,2963,3,1,3,327,1,131,,I6500,93,40.0000,14957.7000,3,01/01/2007,,7,10,N,1005,1,36,0,QUIMICA DE RADIACIONES,2007013438,200704,13/02/2007,S,0,710,1,327,1,0
279054,845952,48721,1,0,1,418,1,151,,O1000,50,40.0000,3574.7500,0,01/09/2009,,1,10,N,0,1,28,0,,2009083697,200921,03/11/2009,S,0,86554,2,723,0,0
124657,37902,6071,3,1,2,321,1,131,,I6600,96,40.0000,19379.8500,3,31/08/2008,,7,10,N,0,1,36,0,SÍNTESIS DE COMPLEJOS DE TUNGSTENO COMO CATALIZADORES DE LA REACCIÓN DE METÁTESIS DE OLEFINAS.,2008072660,200819,02/10/2008,S,0,870,1,321,1,0
258375,37902,57490,3,1,1,321,1,143,,CI5000,28,48.0000,2813.0000,0,16/09/2007,,7,10,N,0,1,38,0,QUÍMICA INORGÁNICA,2007091974,200722,09/11/2007,S,0,736,1,321,1,0
168571,743878,15205,3,1,9,418,2,141,,D9400,84,40.0000,6276.8400,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
280048,127820,14609,1,0,1,418,1,151,0,ET4200,51,32.0000,5747.0000,0,16/10/2009,,8,10,N,0,1,28,0,,2009093967,200923,02/12/2009,S,0,20553,2,418,0,0
270444,147138,14231,1,0,9,418,1,141,0,D9400,84,40.0000,11911.3500,3,10/08/2010,09/08/2011,8,10,N,0,3,54,5,"INGENIERIA METALURGICA ESPECIALIDAD ""FUNDICION DE HIERROS GRISES EN HORNOS DE INDUCCION""",2010058416,201017,02/09/2010,S,0,23082,1,418,0,0
174508,808389,56796,1,0,1,418,1,161,,CF8000,10,32.0000,2991.6000,0,16/08/1998,15/02/1999,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
174509,808389,56797,1,0,1,418,1,165,,CF8000,10,16.0000,1495.8000,0,16/08/1998,15/02/1999,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
143106,99284,49852,1,0,1,418,1,151,,AA0400,53,40.0000,4111.0000,0,16/11/2007,,1,10,N,0,1,997,0,,2007550118,200722,09/11/2007,S,0,70870,2,723,0,0
259162,840466,22915,3,1,2,418,3,127,0,D5600,86,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"UNIDAD DE QUIMICA EN SISAL, YUCATAN",2011002205,201102,17/01/2011,S,0,23876,1,418,0,0
261330,840466,82727,3,1,2,418,3,128,0,Z0300,07,0.0000,6700.1000,0,01/01/2011,31/12/2011,8,10,N,0,1,46,0,,2011002206,201102,17/01/2011,S,0,23920,1,418,0,0
153876,134509,56699,1,2,2,418,2,143,,CA5000,16,48.0000,6276.8400,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
138595,85218,27498,1,1,1,418,2,151,,A0600,52,32.0000,2883.2000,0,01/09/1999,,1,10,N,0,1,997,0,,2000501437,200003,03/02/2000,S,0,1540,2,723,0,0
174790,808788,14628,1,0,1,418,1,151,,A0800,52,32.0000,3914.0000,0,09/08/2007,,8,10,N,0,1,36,0,,2007062436,200717,29/08/2007,S,0,11599,1,418,0,0
274548,145063,14957,1,1,1,418,2,143,,CA3100,14,48.0000,15298.0000,0,16/04/2009,,8,10,N,0,1,32,0,,2009037702,200910,15/05/2009,S,0,18376,1,418,0,0
122271,11461,57850,1,0,8,418,1,121,,D6600,96,40.0000,13961.3200,0,14/05/2001,,1,110,N,0,1,36,0,FISICOQUIMICA,2001071763,200117,05/09/2001,N,0,0,0,0,0,0
266192,843665,76183,1,1,1,418,2,151,,AA0200,50,40.0000,3215.0500,0,25/06/2008,,1,10,N,0,1,62,0,,2008053651,200815,31/07/2008,S,0,76109,1,723,0,0
215669,122685,14648,1,0,4,418,1,151,,ET1700,52,32.0000,5203.8500,0,01/01/2008,,1,10,N,0,1,997,0,,2008502531,200818,17/09/2008,S,0,77456,2,723,0,0
233013,162386,65687,3,1,12,418,2,141,,D9400,84,40.0000,8852.0000,3,01/10/2004,,8,10,N,0,1,28,0,"QUIMICA INORGANICA Y NUCLEAR Especialidad:""Química Organometálica activación de enlaces C-S y C-N",2005007727,200503,03/02/2005,S,0,3106,2,418,0,0
150355,124332,14915,1,0,21,418,1,161,,CF4700,08,32.0000,4424.0000,0,02/10/2002,,1,1,N,0,1,36,0,,2003000919,200301,07/01/2003,N,0,0,0,0,0,0
150356,124332,15009,1,0,21,418,1,165,,CF4700,08,16.0000,2212.0000,0,02/10/2002,,1,1,N,0,1,36,0,,2003000920,200301,07/01/2003,N,0,0,0,0,0,0
147124,114159,14499,3,1,11,418,2,151,,EQ5000,52,40.0000,4248.0000,0,01/09/2003,,1,10,N,0,1,997,0,,2004537727,200410,21/05/2004,S,0,48547,3,723,0,0
220476,114159,86993,3,1,11,418,2,153,,M3000,00,0.0000,270.0000,0,01/09/2003,,1,10,N,0,1,997,0,,2004537727,200410,21/05/2004,S,0,48547,4,723,0,0
225062,826196,15240,1,0,1,418,1,151,,AA0200,52,40.0000,3995.0000,0,01/05/2010,,1,10,N,0,1,997,0,,2010504125,201022,17/11/2010,S,0,93761,2,723,0,0
160057,150694,66839,1,0,20,418,1,151,,ET0600,52,32.0000,4144.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003527949,200312,13/06/2003,S,0,36226,2,723,0,0
175049,809567,15223,1,0,1,418,1,151,,AA0200,52,40.0000,3033.0000,0,16/11/2004,,1,10,N,0,1,997,0,,2005541140,200509,04/05/2005,S,0,54356,2,723,0,0
136388,78111,14350,1,0,16,418,1,151,,A0500,52,32.0000,2883.2000,0,01/09/1999,,1,10,N,0,1,997,0,,2000501407,200003,03/02/2000,S,0,1510,3,723,0,0
136389,78111,14349,1,0,16,418,1,155,,A0500,52,16.0000,1441.6000,0,01/09/1999,,1,10,N,0,1,997,0,,2000501407,200003,03/02/2000,S,0,1510,4,723,0,0
283225,851080,11357,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,17/08/2010,,8,10,N,0,1,36,0,,2010063129,201018,13/09/2010,S,0,23321,1,418,0,0
239105,84885,7945,1,0,2,411,1,141,,D8600,82,40.0000,8495.6000,3,21/05/2005,,8,10,N,0,1,28,0,de Mecánica,2005056019,200517,05/09/2005,S,0,2087,2,411,0,0
257099,119034,59688,1,0,6,418,1,121,0,D6400,89,40.0000,15630.8400,3,01/02/2011,,8,10,N,0,1,36,0,"TECNOLOGIA FARMACEUTICA ESPECIALIDAD ""GARANTIA DE CALIDAD DE BUENAS PRACTICAS DE MANUFACTURA""",2011014537,201105,01/03/2011,S,0,24476,1,418,0,0
235075,154676,14476,1,0,4,418,1,151,,EQ5000,52,40.0000,6032.1300,0,16/02/2010,,1,10,N,0,1,997,0,,2010500464,201006,17/03/2010,S,0,88627,2,723,0,0
286615,852524,14435,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,02/08/2010,,1,10,N,0,1,62,0,,2010053422,201016,18/08/2010,S,0,90949,1,723,0,0
125372,41566,15124,3,1,12,418,2,121,,D6600,96,40.0000,18200.2000,3,01/01/2008,,8,10,N,0,1,36,0,CIENCIAS NUCLEARES ESPECIALIZADO EN INSTRUMENTACIÓN Y ESPECTROSCOPIA NUCLEAR,2008015094,200804,15/02/2008,S,0,13387,1,418,0,0
224733,150726,59281,1,1,1,418,2,151,,AA0300,52,40.0000,4338.1500,0,01/05/2008,,1,10,N,0,1,997,0,,2008503595,200823,02/12/2008,S,0,79368,2,723,0,0
225667,100630,68008,3,1,13,418,2,121,,D6500,93,40.0000,16372.2500,3,13/08/2008,,8,10,N,0,1,36,0,QUIMICA ORGANICA,2008064593,200817,17/09/2008,S,0,15955,1,418,0,0
162614,157784,65025,1,0,20,418,1,151,,ET0600,52,32.0000,5203.8500,0,11/02/2008,,8,10,N,0,1,36,0,,2008027038,200807,02/04/2008,S,0,13681,1,418,0,0
226001,61255,15167,3,1,13,418,2,141,,D9600,89,40.0000,11046.0000,3,01/12/2003,,8,10,N,0,1,28,0,QUIMICA ORGANICA,2004038321,200411,02/06/2004,S,0,398,2,418,0,0
180386,141523,14721,1,0,8,418,1,151,,ET1700,52,32.0000,4506.0000,0,03/07/2005,,8,10,N,0,1,36,0,,2005051371,200516,19/08/2005,S,0,4358,1,418,0,0
151035,126423,56801,1,1,4,418,2,151,,A0900,52,32.0000,3760.0000,0,04/10/2004,,8,10,N,0,1,36,0,,2004076295,200422,16/11/2004,S,0,2463,1,418,0,0
153971,134816,2935,1,0,7,418,1,151,,EQ5000,52,40.0000,4070.0000,0,01/01/2002,,1,10,N,0,1,997,0,,2002518220,200204,14/02/2002,S,0,23624,2,723,0,0
220481,134816,86978,1,0,7,418,1,153,0,M3000,00,0.0000,270.0000,0,01/05/2003,,1,68,N,0,1,65,0,,2003300086,200321,03/12/2003,,0,0,0,0,0,0
251764,144807,5271,1,0,1,418,1,151,,ET2900,52,32.0000,5903.0000,0,01/09/2010,,1,10,N,0,1,997,0,,2011501138,201108,06/04/2011,S,0,96553,2,723,0,160990
196007,815821,14662,1,0,1,418,1,151,,AA0200,51,37.5000,3041.8000,0,11/08/2006,,8,10,N,0,1,36,0,,2006084555,200621,03/11/2006,S,0,8957,1,418,0,0
155775,139869,14787,1,0,20,418,1,151,0,ET0600,53,0.0000,6683.0000,0,08/06/2010,,8,10,N,0,1,36,0,,2010056237,201017,02/09/2010,S,0,23005,1,418,0,160990
143775,101805,49440,3,1,10,418,2,151,,EQ5000,52,40.0000,3569.3200,0,01/01/2001,,1,10,N,0,1,997,0,,2001513807,200111,30/05/2001,,0,16039,2,723,0,0
220470,101805,86995,3,1,10,418,2,153,0,M3000,00,0.0000,270.0000,0,01/05/2003,,1,68,N,0,1,65,0,,2003300075,200321,03/12/2003,,0,0,0,0,0,0
122733,19354,15093,3,1,13,418,2,121,,D6600,96,40.0000,18200.2000,3,14/08/2007,,8,10,N,0,1,36,0,QUIMICA ORGANICA,2007078090,200719,27/09/2007,S,0,11923,1,418,0,0
195297,99888,14329,1,0,4,418,1,141,,D9600,89,40.0000,8129.9600,3,19/04/1999,,1,110,N,0,1,28,0,INMUNOLOGIA,2001007589,200104,12/02/2001,,0,0,0,0,0,0
263213,141234,14395,1,1,1,418,2,151,,EO0900,51,30.0000,5249.6000,0,01/03/2010,,1,10,N,0,1,997,0,,2010502009,201017,02/09/2010,S,0,91610,2,723,0,160990
275788,147639,15057,3,1,11,418,2,127,0,D5600,86,40.0000,13400.2000,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"QUIMICA ANALITICA CON ESPECIALIDAD EN ""IMPEDANCIA ELECTROQUÍMICA DE MEMBRANAS POLIMERICAS Y SENSORES IMPEDIMÉTRICOS""",2011002207,201102,17/01/2011,S,0,23862,1,418,0,0
259181,147639,14970,1,0,12,418,1,143,,CA7600,16,48.0000,2184.0000,0,01/09/2007,,8,10,N,0,1,38,0,,2007096236,200723,29/11/2007,S,0,12689,1,418,0,0
165856,730693,15170,3,1,5,418,2,141,,D9600,89,40.0000,8129.9600,3,25/06/1993,,0,1,N,0,1,0,0,BIOQUIMICA VEGETAL,,0,,,0,0,0,0,0,0
269520,845029,14452,1,0,1,418,1,151,,AA0200,50,37.5000,3215.0500,0,16/10/2008,,1,10,N,0,1,62,0,,2008087148,200821,01/11/2008,S,0,78260,1,723,0,0
198518,720518,14229,3,1,6,418,2,121,,D6500,93,40.0000,10778.3600,0,06/11/2000,,1,110,N,0,1,23,0,,2001040067,200110,15/05/2001,,0,0,0,0,0,0
204695,159095,14504,1,0,16,418,1,151,,ET2900,52,32.0000,4991.0000,0,01/01/2007,,1,10,N,0,1,997,0,,2007549137,200717,29/08/2007,S,0,69006,2,723,0,0
275479,124317,60979,3,1,13,418,2,141,,D9500,85,40.0000,12149.0000,3,19/01/2009,,8,10,N,0,1,28,0,QUIMICA ORGANICA CON ESPECIALIDAD EN MANEJO DEL EQUIPO EM 390 DE RESONANCIA MAGNETICA NUCLEAR DE HIDROGENO.,2009043512,200912,17/06/2009,S,0,18555,2,418,0,0
123288,29197,15147,3,1,8,418,2,121,,D6600,96,40.0000,18200.2000,3,14/08/2007,,8,10,N,0,1,36,0,FISICOQUIMICA ELECTRONICA ORGANICA,2007078089,200719,27/09/2007,S,0,11922,1,418,0,0
143274,99887,15061,1,0,3,418,1,121,,D6400,89,40.0000,13831.3500,3,13/08/2008,,8,10,N,0,1,36,0,BIOTECNOLOGIA ALIMENTARIA,2008072659,200819,02/10/2008,S,0,16152,1,418,0,0
190603,152330,14363,1,0,1,418,1,151,,EO0400,52,32.0000,3760.0000,0,01/05/2004,,1,10,N,0,1,997,0,,2004539329,200420,13/10/2004,S,0,51363,2,723,0,0
123366,29864,15103,3,1,10,418,2,121,,D6600,96,40.0000,14694.2900,0,01/06/2002,,1,1,N,0,1,36,0,,2002099013,200223,04/12/2002,N,0,0,0,0,0,0
154159,135325,14438,1,0,1,418,1,151,,AA0200,52,40.0000,2672.0000,0,01/09/2002,,1,10,N,0,1,997,0,,2003526440,200310,07/05/2003,S,0,34438,2,723,0,0
248864,149489,14222,3,1,10,418,2,127,0,D5600,86,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,INGENIERIA QUIMICA,2011002183,201102,17/01/2011,S,0,23853,1,418,0,0
287475,149489,15278,3,1,10,418,2,143,0,CA5000,12,48.0000,3971.0000,0,16/02/2011,15/08/2011,8,10,N,0,1,46,0,DEPARTAMENTO DE INGENIERIA QUIMICA,2011013442,201104,17/02/2011,S,0,24517,1,418,0,0
184757,800253,14791,1,0,20,418,1,151,,ET0600,52,32.0000,4144.0000,0,01/09/2003,,1,10,N,0,1,997,0,,2004536866,200404,18/02/2004,S,0,47182,2,723,0,0
165180,721863,15045,3,1,12,418,2,121,,D6600,96,40.0000,20423.6000,3,01/08/2009,,8,10,N,0,1,36,0,QUIMICA INORGANICA,2009066752,200918,17/09/2009,S,0,19725,1,418,0,0
124798,38872,15079,3,1,10,418,2,121,,D6600,96,40.0000,14694.2900,0,01/09/2002,,1,68,N,0,4,86,0,,2003013439,200305,21/04/2003,N,0,0,0,0,0,0
293730,814243,56791,1,0,1,418,1,151,0,ET4100,51,32.0000,6868.8500,0,16/12/2010,,8,10,N,0,1,28,0,,2011022434,201106,16/03/2011,S,0,24683,2,418,0,0
293731,814243,66725,1,0,1,418,1,155,0,ET4100,51,16.0000,3434.4300,0,16/12/2010,,8,10,N,0,1,18,0,,2011022435,201106,16/03/2011,S,0,24784,1,418,0,0
265238,843388,5901,1,1,1,418,2,151,0,AA0200,50,37.5000,3794.8500,0,15/03/2011,22/03/2011,8,10,N,0,3,114,0,,2011030812,201108,06/04/2011,S,0,25291,1,418,0,0
140129,89687,14250,3,1,9,418,2,121,0,D6400,89,40.0000,15630.8400,3,01/02/2011,,8,10,N,0,1,36,0,PROCESOS METALURGICOS CON ESPE,2011010814,201104,17/02/2011,S,0,24206,1,418,0,0
165776,730336,15067,3,1,3,418,2,121,,D6600,96,40.0000,11280.9600,0,01/08/1990,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
235170,730336,14958,1,0,1,418,1,143,,CA3200,01,48.0000,4524.0000,0,17/03/2009,,1,10,N,0,1,46,0,,2009036796,200909,30/04/2009,S,0,81609,1,723,0,0
257097,810896,76559,3,1,13,418,2,147,0,D9400,84,40.0000,11911.3500,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,QUIMICA INORGANICA Y NUCLEAR,2011000769,201101,14/12/2010,S,0,23869,1,418,0,0
291528,117380,14365,1,0,1,418,1,151,0,A0600,50,30.0000,6296.1000,0,27/10/2010,,8,10,N,0,1,36,0,,2010097740,201024,08/12/2010,S,0,23905,1,418,0,0
248571,836334,14529,1,0,1,418,1,151,,AA0200,51,40.0000,3519.2700,0,01/01/2009,,1,10,N,0,1,997,0,,2009504058,200917,02/09/2009,S,0,85984,2,723,0,0
291392,143940,14720,1,0,6,418,1,151,0,ET1700,52,32.5000,6364.7000,0,01/09/2010,,8,10,N,0,1,28,0,,2010095498,201024,08/12/2010,S,0,23761,2,418,0,0
291393,143940,14888,1,0,6,418,1,155,0,ET1700,52,15.5000,3182.3500,0,01/09/2010,,8,10,N,0,1,18,0,,2010095499,201024,08/12/2010,S,0,23762,1,418,0,0
149610,122104,15035,1,0,20,418,1,151,,ET0600,51,32.0000,3956.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003528161,200312,13/06/2003,S,0,36438,2,723,0,0
287052,807730,56564,3,1,6,418,2,147,0,D9400,84,40.0000,12508.5500,4,01/05/2011,31/12/2011,8,10,N,0,1,46,0,FARMACIA,2011033700,201109,28/04/2011,S,0,25345,1,418,0,0
287055,111751,14337,1,0,1,418,1,151,0,A0200,52,32.5000,4892.6000,0,01/07/2010,,8,10,N,0,1,28,0,,2010059121,201017,02/09/2010,S,0,23201,2,418,0,160990
287056,111751,73697,1,0,1,418,1,155,0,A0200,52,15.5000,2446.3000,0,01/07/2010,,8,10,N,0,1,18,0,,2010058992,201017,02/09/2010,S,0,23202,1,418,0,0
225851,803017,11602,1,0,14,418,1,151,,ET1700,52,32.0000,5547.1500,0,01/08/2009,,1,10,N,0,1,997,0,,2009502189,200915,05/08/2009,S,0,83878,2,723,0,0
255063,98232,15266,1,0,1,418,1,161,,CF4700,03,32.0000,7152.4000,0,01/06/2007,,8,10,N,0,1,38,0,,2007047578,200713,26/06/2007,S,0,11090,1,418,0,0
255064,98232,15288,1,0,1,418,1,165,,CF4700,03,16.0000,3576.2000,0,01/06/2007,,8,10,N,0,1,38,0,,2007047579,200713,26/06/2007,S,0,11091,1,418,0,0
261628,804065,15674,1,0,10,418,1,151,,ET1700,52,32.0000,4991.0000,0,10/09/2007,,8,10,N,0,1,36,0,,2008017915,200806,11/03/2008,S,0,12913,1,418,0,0
204360,71345,15141,1,0,12,418,1,121,,D6600,96,40.0000,17280.9000,3,16/08/2006,,8,10,N,0,1,36,0,QUÍMICA ANALÍTICA.,2006077612,200620,19/10/2006,S,0,8666,1,418,0,0
125216,40757,15080,3,1,10,418,2,121,0,D6600,96,40.0000,21608.6000,3,01/08/2010,31/07/2011,8,10,N,0,3,1,1,FISICOQUIMICA,2010062659,201018,13/09/2010,S,0,23093,1,418,0,0
261434,841843,14519,1,0,1,418,1,151,,AA0200,51,37.5000,3984.6500,0,16/02/2011,,1,10,N,0,1,997,0,,2011500522,201105,01/03/2011,S,0,95681,2,723,0,0
293214,831613,14521,3,1,11,418,2,151,0,EQ5000,50,40.0000,5809.5600,0,01/12/2010,,8,10,N,0,1,28,0,,2011015471,201105,01/03/2011,S,0,24697,2,418,0,0
229572,804448,65024,1,1,20,418,2,151,,ET0600,52,30.0000,5547.1500,0,01/09/2009,,1,10,N,0,1,997,0,,2010500511,201006,17/03/2010,S,0,88683,2,723,0,0
164009,161344,14407,1,0,1,418,1,151,,A0800,52,32.0000,4650.2000,0,01/05/2010,,1,10,N,0,1,997,0,,2010501805,201016,18/08/2010,S,0,91266,2,723,0,0
245420,815886,14738,1,0,3,418,1,151,0,ET1700,51,32.0000,6061.6000,0,29/05/2010,,8,10,N,0,1,36,0,,2010050866,201016,18/08/2010,S,0,22890,1,418,0,0
126946,47091,15105,3,1,6,418,2,121,,D6600,96,40.0000,11280.9600,0,01/02/1988,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
247704,809856,70675,1,0,6,418,1,121,,D6400,89,40.0000,13831.3500,3,30/06/2008,,8,10,N,0,1,36,0,"FARMACIA Especialidad "" Tecnología Farmacéutica (formas líquidas y semisólidas no estériles, sistemas novedosos de liberación de fármacos)",2008059167,200816,16/08/2008,S,0,15434,1,418,0,0
235059,162142,14633,3,1,5,418,2,151,,EQ5000,52,40.0000,6115.7500,0,01/09/2010,,1,10,N,0,1,997,0,,2011500580,201106,16/03/2011,S,0,95856,2,723,0,0
155219,138360,16025,1,0,1,418,1,165,,CF4700,03,16.0000,2253.3000,0,01/10/1995,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
155218,138360,34614,1,0,1,418,1,161,,CF4700,03,32.0000,4506.6000,0,01/10/1995,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
270457,809681,63401,3,1,10,418,2,141,,D9400,84,40.0000,10654.2500,3,06/10/2008,,8,10,N,0,1,28,0,"INGENIERIA QUIMICA ESPECIALIDAD: ""IDENTIFICACION DE TRAZAS DE HIDROCARBUROS Y PLAGUICIDAS COMO CONTAMINANTES""",2008096236,200823,02/12/2008,S,0,16852,2,418,0,0
122859,24129,14227,1,0,13,418,1,121,0,D6600,96,40.0000,21608.6000,3,01/06/2010,,8,10,N,0,1,36,0,FISICOQUIMICA,2010045197,201013,23/06/2010,S,0,22196,1,418,0,0
275484,847657,15034,1,0,20,418,1,165,,CF4800,08,16.0000,2902.1000,0,01/06/2009,,8,10,N,0,1,18,0,,2009046111,200912,17/06/2009,S,0,18731,1,418,0,0
275485,847657,14954,1,0,20,418,1,161,,CF4800,08,32.0000,5804.2000,0,01/06/2009,,8,10,N,0,1,62,0,,2009046112,200912,17/06/2009,S,0,18732,1,418,0,0
