IIDPLAZAEM,INUMEMP,INUMPLAZA,TICVEFUNC,TICVEPROG,SICVESUBPR,SICVEDEP,TICVESUBDE,SICVEPART,CCVETIPEJE,CCVECATEG,CNIVELDGP,NTOTHOR,MSDO,TICVETIPCO,SDFECINI,SDFECFIN,SICVENODO,SISTATUS,CUNIPAG,SICVEORGIN,TICVETIPMO,SINUMCAU,SICVELIC,VCDESARECO,VCNUMFOLDG,NPERPAG,SDFECREG,CPROCSIP,TICVECLASA,INUMFOL,SISERIAL,SICVEDEPNO,TICVESDNOD,INUMEMPREG
124554,37305,57869,1,0,8,418,1,121,,D6500,93,40.0000,17277.3500,3,01/08/2009,,8,10,N,0,1,36,0,FISICOQUIMICA,2009063748,200918,17/09/2009,S,0,19731,1,418,0,0
145063,106129,14645,1,0,12,418,1,151,,ET1700,52,32.5000,4312.0000,0,27/09/2004,,8,10,N,0,1,63,0,,2004069467,200421,05/11/2004,S,0,2283,1,418,0,0
230214,106129,74222,1,0,12,418,1,155,,ET1700,52,15.5000,2156.0000,0,27/09/2004,,8,10,N,0,1,18,0,,2004069468,200421,05/11/2004,S,0,2284,1,418,0,0
266786,801163,39740,1,1,1,418,2,151,,AA0300,51,37.5000,4659.6000,0,01/07/2010,,1,10,N,0,1,997,0,,2010502045,201017,02/09/2010,S,0,91702,2,723,0,160990
271195,833493,76190,1,1,1,418,2,151,,AA0400,51,40.0000,4638.3000,0,01/11/2010,,1,10,N,0,1,997,0,,2011500732,201106,16/03/2011,S,0,96030,2,723,0,0
202435,133477,51325,3,1,2,332,1,141,,I9600,89,40.0000,10061.6400,0,16/04/2001,,1,110,N,0,1,28,0,"FABRICACION Y CARACTERIZACION DE NUEVOS INTERMETALICOS, ESP. EN HORNOS DE REDUCCION, PROCESOS DE SOLIDIFICACION Y PREPARACION Y CARACTERIZACION DE MUESTRAS INTERMETALICAS",2001081577,200119,08/10/2001,,0,0,0,0,0,0
202436,133477,80896,3,1,2,332,1,148,,Z0500,06,0.0000,2012.3200,0,16/04/2001,,1,110,N,0,1,28,0,,2001081578,200119,08/10/2001,,0,0,0,0,0,0
242433,833876,14482,1,1,1,418,2,151,,AA0200,52,37.5000,3995.0000,0,01/09/2010,,1,10,N,0,1,997,0,,2011500937,201107,29/03/2011,S,0,96308,2,723,0,0
260470,800315,14664,3,1,6,418,2,151,,EQ5000,50,37.5000,4868.5000,0,16/11/2007,,8,10,N,0,1,28,0,,2008008731,200803,30/01/2008,S,0,13116,2,418,0,0
271852,818881,15229,1,0,7,418,1,151,,A0800,51,30.0000,4464.2000,0,16/10/2010,,1,10,N,0,1,997,0,,2011501490,201109,28/04/2011,S,0,97105,2,723,0,0
152385,130539,59273,1,1,1,418,2,151,,AA0400,53,40.0000,3372.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003529313,200313,02/07/2003,S,0,37590,2,723,0,0
289608,125477,88358,1,0,16,418,1,153,,M3000,00,0.0000,0.0000,0,01/11/2010,,8,10,N,0,1,58,0,,,0,18/11/2010,,0,0,0,0,0,160990
287902,125477,34151,1,0,16,418,1,151,0,A2200,50,32.0000,4999.6000,0,16/08/2010,,8,10,N,0,1,28,0,,2010069142,201019,30/09/2010,S,0,23457,2,418,0,0
267618,814303,56793,1,0,21,418,1,151,,A1100,51,30.0000,4209.8000,0,01/07/2010,,1,10,N,0,1,997,0,,2011500028,201101,14/12/2010,S,0,94766,2,723,0,0
193393,141578,14553,1,0,1,418,1,151,,AA0400,51,40.0000,2936.0000,0,01/01/2002,,1,10,N,0,1,997,0,,2002521809,200217,04/09/2002,S,0,28866,2,723,0,0
140146,89754,14660,1,0,4,418,1,151,,ET1700,52,32.5000,4144.0000,0,27/05/2003,,1,1,N,0,1,63,0,,2003049956,200313,03/07/2003,N,0,16196,2,723,0,0
218132,89754,74223,1,0,4,418,1,155,,ET1700,52,16.0000,2072.0000,0,16/06/2003,,1,110,N,0,1,65,0,,2003300117,200316,18/08/2003,,0,0,0,0,0,0
260033,754384,14690,1,0,14,418,1,151,,ET1600,51,32.5000,8014.5000,0,01/05/2010,,1,10,N,0,1,997,0,,2010504005,201022,17/11/2010,S,0,93642,3,723,0,0
260038,754384,14898,1,0,14,418,1,155,,ET1600,51,15.5000,4007.2500,0,01/05/2010,,1,10,N,0,1,997,0,,2010504005,201022,17/11/2010,S,0,93642,4,723,0,0
254638,838124,56705,1,1,4,418,2,143,,CA7600,16,48.0000,11688.0000,0,01/05/2007,,8,10,N,0,1,62,0,,2007043210,200712,12/06/2007,S,0,10806,1,418,0,0
218564,123385,63990,3,1,13,418,2,127,0,D5600,86,40.0000,13400.2000,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"QUIMICA ORGANICA Especialidad¨""Síntesis Orgánica""",2011000764,201101,14/12/2010,S,0,23874,1,418,0,0
287478,123385,15277,3,1,13,418,2,143,0,CA5000,12,48.0000,3971.0000,0,16/02/2011,15/08/2011,8,10,N,0,1,46,0,DEPARTAMENTO DE QUIMICA ORGANICA,2011013440,201104,17/02/2011,S,0,24521,1,418,0,0
273845,819534,14496,1,0,1,418,1,151,,AA0400,50,37.5000,3898.6900,0,16/03/2009,,8,10,N,0,1,28,0,,2009033293,200908,17/04/2009,S,0,18318,2,418,0,0
220494,144421,86991,3,1,6,418,2,153,,M3000,00,0.0000,266.0000,0,01/05/2005,,1,10,N,0,1,997,0,,2006543520,200601,16/12/2005,S,0,58449,4,723,0,0
194370,144421,14734,3,1,6,418,2,151,,EQ5000,52,40.0000,4648.6000,0,01/05/2005,,1,10,N,0,1,997,0,,2006543520,200601,16/12/2005,S,0,58449,3,723,0,0
173229,805419,33591,1,3,2,551,1,143,,CD0000,17,40.0000,4664.4800,0,01/02/1999,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
146293,111032,14674,1,0,1,418,1,151,,AA0200,52,40.0000,2179.2000,0,01/09/2000,,1,10,N,0,1,997,0,,2001509862,200103,02/02/2001,,0,10811,2,723,0,0
267975,844131,14508,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,22/06/2010,,8,10,N,0,1,36,0,,2010051833,201016,18/08/2010,S,0,22862,1,418,0,0
147297,114710,49231,1,0,16,418,1,143,,CA5000,16,48.0000,1037.1600,0,01/04/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
253882,114710,15203,1,0,1,418,1,141,,D8600,82,40.0000,8495.6000,3,24/10/2005,,8,10,N,0,1,28,0,PLANEACION,2007037563,200710,11/05/2007,S,0,10622,2,418,0,0
245423,156618,14680,1,0,8,418,1,151,,EQ5000,51,40.0000,5383.9300,0,16/03/2009,,1,10,N,0,1,997,0,,2009500931,200907,26/03/2009,S,0,81382,2,723,0,0
215429,803018,14739,1,0,4,418,1,151,,ET1700,52,32.0000,4991.0000,0,01/05/2007,,1,10,N,0,1,997,0,,2007550714,200723,29/11/2007,S,0,71568,2,723,0,0
160892,153126,14575,1,0,1,418,1,151,,ET2000,53,32.0000,3796.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003529377,200313,02/07/2003,S,0,37654,3,723,0,0
160893,153126,14868,1,0,1,418,1,155,,ET2000,53,16.0000,1900.0000,0,01/05/2003,,1,10,N,0,1,997,0,,2003529377,200313,02/07/2003,S,0,37654,4,723,0,0
268673,835912,14760,1,0,1,418,1,151,,AA0400,50,32.0000,3739.7500,0,01/09/2008,,8,10,N,0,1,28,0,,2008082139,200820,16/10/2008,S,0,16444,2,418,0,0
294568,855376,21582,1,0,1,418,1,161,0,CF9800,12,32.0000,4961.6000,0,16/03/2011,,8,10,N,0,1,62,0,,2011030477,201108,06/04/2011,S,0,25206,1,418,0,0
275476,740591,58648,1,0,6,418,1,121,0,D6500,93,40.0000,18279.8000,3,01/08/2010,,8,10,N,0,1,36,0,"FARMACIA ESPECIALIDAD:""BIOFARMACIA""",2010054952,201017,02/09/2010,S,0,22988,1,418,0,0
250978,133209,15071,1,0,11,418,1,127,0,D5600,86,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,MATEMATICAS,2011002214,201102,17/01/2011,S,0,23860,1,418,0,0
162868,158271,39752,1,0,1,418,1,151,,AA0300,52,37.5000,4338.1500,0,30/08/2008,,8,10,N,0,1,36,0,,2008079000,200820,16/10/2008,S,0,16339,1,418,0,0
122263,11373,15100,3,1,8,418,2,124,,D2100,96,40.0000,11280.9600,0,01/09/1995,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
172841,804394,20541,1,1,1,418,2,151,,AA0200,52,40.0000,2672.0000,0,28/08/2002,,1,10,N,0,1,997,0,,2003524041,200302,09/01/2003,S,0,31638,2,723,0,0
222868,62000,66786,1,0,20,418,1,151,,ET1400,51,32.5000,7968.7700,0,16/01/2009,,1,10,N,0,1,997,0,,2009500206,200904,17/02/2009,S,0,80105,3,723,0,0
234533,62000,70202,1,0,20,418,1,155,,ET1400,51,15.5000,3984.3900,0,16/01/2009,,1,10,N,0,1,997,0,,2009500206,200904,17/02/2009,S,0,80105,4,723,0,0
219111,116861,15164,3,1,12,418,2,121,,D6600,96,40.0000,15326.0000,0,15/06/2003,,1,110,N,0,1,7,0,,2003061019,200318,23/09/2003,,0,0,0,0,0,0
273839,139428,15221,1,0,21,418,1,151,0,ET2900,51,32.0000,5621.9000,0,09/08/2010,,8,10,N,0,1,36,0,,2010064329,201018,13/09/2010,S,0,23176,1,418,0,0
292679,58508,74929,1,0,1,418,1,143,0,CA2600,06,48.0000,5291.1600,0,01/01/2011,,8,10,N,0,1,118,0,,2011013435,201104,17/02/2011,S,0,24514,2,418,0,0
130908,58508,14278,1,0,2,418,1,141,,D9600,89,40.0000,11465.0000,3,01/05/2004,,8,10,N,0,1,36,0,"SERVICIOS TECNICOS CON EXPERIENCIA EN EL MANEJO DE CEPÁRIO, BIOTERIO,TALLER DE SOPLADO DE VIDRIO Y MANTENIMIENTO DE EQUIPO ELECTRICO, ELECTRONICO Y OPTICO.",2005066324,200520,20/10/2005,S,0,5715,1,418,0,0
258090,162319,66704,3,1,11,418,2,121,0,D6500,93,40.0000,18475.7700,3,01/02/2011,31/01/2012,8,10,N,0,3,1,1,"INGENIERIA QUIMICA ESPECIALIDAD ""PROCESOS DE SEPARACION EN MICROESCALA DE MOLÉCULAS ORGÁNICAS EN SISTEMAS ACUOSOS""",2011002866,201103,01/02/2011,S,0,23903,1,418,0,0
278565,812170,30944,1,1,1,418,2,151,,AA0200,51,37.5000,3804.6000,0,16/08/2010,,1,10,N,0,1,997,0,,2010504010,201022,17/11/2010,S,0,93647,2,723,0,0
252293,838043,59291,1,1,1,418,2,151,,AA0200,51,40.0000,3758.6000,0,16/02/2010,,1,10,N,0,1,997,0,,2010502065,201017,02/09/2010,S,0,91742,2,723,0,160990
218569,721775,15156,3,1,8,418,2,121,,D6600,96,40.0000,18200.2000,3,15/02/2007,,8,10,N,0,1,36,0,"FISICOQUIMICA Especialidad en diagramas de equilibrio en fases fluidas, transiciones de superficie, tensión superficial dinámica y de equilibrio, micelización, microemulsión, dispersiones líquido-gas y cristales líquidos",2007026944,200707,22/03/2007,S,0,10059,1,418,0,0
281725,805986,14369,1,0,1,418,1,151,0,A0800,50,32.0000,4161.1000,0,16/01/2010,,8,10,N,0,1,28,0,,2010012128,201004,17/02/2010,S,0,21584,2,418,0,0
227585,119097,15126,1,0,14,418,1,141,,D9500,85,40.0000,9917.0000,3,18/02/2004,,8,10,N,0,1,28,0,QUIMICA ORGANICA,2004047336,200415,09/07/2004,S,0,1257,2,418,0,0
223981,826632,53390,1,0,1,418,1,151,,AA0200,52,37.5000,3695.3500,0,16/02/2009,,1,10,N,0,1,997,0,,2009503904,200917,02/09/2009,S,0,85779,2,723,0,0
222274,155475,29560,1,0,21,418,1,151,,ET4700,52,32.0000,4584.9000,0,01/05/2008,,1,10,N,0,1,997,0,,2008503625,200823,02/12/2008,S,0,79394,2,723,0,0
262680,804042,15027,1,0,1,418,1,165,,CF4700,03,16.0000,3728.1500,0,16/03/2008,,8,10,N,0,1,38,0,,2008031514,200808,17/04/2008,S,0,14200,2,418,0,0
262681,804042,14938,1,0,1,418,1,161,,CF4700,03,32.0000,7456.3000,0,16/03/2008,,8,10,N,0,1,38,0,,2008031513,200808,17/04/2008,S,0,14205,2,418,0,0
122959,25697,49813,2,1,2,452,6,121,,D6500,93,40.0000,17277.3500,1,11/08/2009,,10,10,N,0,1,36,0,QUIMICA,2009061818,200917,02/09/2009,S,0,6239,1,452,6,0
161294,154053,55221,1,0,15,418,1,151,,A0900,53,32.5000,4769.4500,0,01/01/2008,,8,10,N,0,1,63,0,,2008008733,200803,30/01/2008,S,0,13122,1,418,0,0
260471,154053,26523,1,0,15,418,1,155,,A0900,53,15.5000,2384.7300,0,01/01/2008,,8,10,N,0,1,18,0,,2008008734,200803,30/01/2008,S,0,13123,1,418,0,0
281726,803821,14759,1,1,1,418,2,151,0,AA0400,50,37.5000,4161.1000,0,01/01/2010,,8,10,N,0,1,28,0,,2010015514,201004,17/02/2010,S,0,21621,2,418,0,0
274222,151820,14270,3,1,10,418,2,141,,D9400,84,40.0000,10833.0000,3,13/01/2009,,8,10,N,0,1,28,0,"INGENIERIA QUIMICA ESPECIALIDAD ""APROVECHAMIENTO SUBPRODUCTOS INDUSTRIALES EMPLEANDO TECNOLOGIAS LIMPIAS PARA LA OBTENCIÓN DE PIGMENTOS NATURALES Y SU CARACTERIZACION""",2009034044,200909,30/04/2009,S,0,18300,2,418,0,0
217598,148399,15254,1,1,20,418,2,151,,ET0600,52,32.0000,5242.6500,0,16/06/2008,,1,10,N,0,1,997,0,,2008502557,200818,17/09/2008,S,0,77484,2,723,0,0
210305,127476,15279,1,0,9,418,1,143,,CA7600,16,48.0000,1784.0000,0,01/06/2002,,1,110,N,0,1,38,0,,2002065575,200214,12/07/2002,,0,0,0,0,0,0
256707,127476,56493,1,0,9,418,1,141,,D9600,89,40.0000,12454.3000,3,07/11/2006,,8,10,N,0,1,28,0,"METALURGIA FISICA ESPECIALIDAD ""METALOGRAFIA OPTICA DE METALES FERROSOS""",2007069903,200718,13/09/2007,S,0,11841,2,418,0,0
138268,83885,57866,1,0,9,418,1,121,0,D6500,93,40.0000,18475.7700,3,01/02/2011,,8,10,N,0,1,36,0,FUNDICIÓN,2011014290,201105,01/03/2011,S,0,24477,1,418,0,0
279405,115732,14352,1,1,4,418,2,151,0,A0500,50,32.0000,5473.0000,0,16/10/2009,,8,10,N,0,1,28,0,,2009089740,200922,17/11/2009,S,0,20396,2,418,0,0
207065,152334,14641,1,0,14,418,1,151,,ET1700,52,30.0000,4991.0000,0,16/02/2007,,1,10,N,0,1,997,0,,2007548071,200710,11/05/2007,S,0,67031,2,723,0,0
275483,824624,14617,3,1,4,418,2,151,,EQ5000,50,40.0000,5127.4000,0,16/05/2009,,8,10,N,0,1,28,0,,2009044745,200912,17/06/2009,S,0,18677,2,418,0,0
154984,137738,57495,1,0,1,418,1,151,,EO0900,52,32.0000,3702.0000,0,01/01/2002,,1,10,N,0,1,997,0,,2002522422,200218,23/09/2002,S,0,29506,3,723,0,0
154985,137738,58749,1,0,1,418,1,155,,EO0900,52,16.0000,1852.0000,0,01/01/2002,,1,10,N,0,1,997,0,,2002522422,200218,23/09/2002,S,0,29506,4,723,0,0
122757,22648,6088,3,1,2,321,1,131,,I6600,96,40.0000,11280.9600,0,01/02/1988,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
163947,161130,14923,1,0,1,418,1,161,,CF8000,09,32.0000,3172.6000,0,01/11/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
163948,161130,15016,1,0,1,418,1,165,,CF8000,09,16.0000,1586.3000,0,01/11/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
143786,101833,15131,3,1,3,418,2,121,0,D6400,89,40.0000,8129.9600,0,22/11/1999,,1,110,N,0,1,36,0,,2000072393,200020,09/10/2000,N,0,0,0,0,0,0
230804,101833,2635,4,2,7,311,1,143,,CA2600,08,48.0000,3404.0000,0,01/07/2004,,7,10,N,0,1,38,0,,2004079251,200422,16/11/2004,S,0,549,1,311,0,0
126939,47060,57859,1,0,14,418,1,121,,D6500,93,40.0000,16185.9500,3,13/02/2008,,8,10,N,0,1,36,0,"QUIMICA ORGANICA Especialidad "" Química de los Grupos Funcionales""",2008026983,200807,02/04/2008,S,0,13936,1,418,0,0
168429,743517,58649,1,0,13,418,1,121,,D5600,86,40.0000,10772.8000,3,13/08/2006,,8,10,N,0,1,36,0,"QUIMICA GENERAL Especialidad ""Química Inorgánica""",2006082346,200620,19/10/2006,S,0,8914,1,418,0,0
125181,40616,15112,3,1,13,418,2,121,,D6600,96,40.0000,20423.6000,3,04/08/2009,,8,10,N,0,1,36,0,QUÍMICA ORGÁNICA,2009058980,200917,02/09/2009,S,0,19515,1,418,0,0
293212,148595,14576,1,0,6,418,1,151,0,A0900,50,32.0000,4909.9000,0,01/12/2010,,8,10,N,0,1,28,0,,2011015475,201105,01/03/2011,S,0,24662,2,418,0,0
162830,158193,14950,1,1,1,418,2,161,,CF8000,09,32.0000,3172.6000,0,01/11/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
162831,158193,15031,1,1,1,418,2,165,,CF8000,09,16.0000,1586.3000,0,01/11/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
213290,125964,63402,3,1,12,418,2,121,,D6400,89,40.0000,10589.8800,0,02/09/2002,,1,110,N,0,1,28,0,,2003001921,200302,06/02/2003,,0,0,0,0,0,0
150907,125964,68634,1,1,4,418,2,143,,CA4900,14,48.0000,2263.0000,0,01/04/1998,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
249313,121788,69196,3,1,12,418,2,121,,D6400,89,40.0000,13831.3500,3,30/06/2008,,8,10,N,0,1,36,0,"QUIMICA INORGANICA Y NUCLEAR ESPECIALIDAD ""RECONOCIMIENTO MOLECULAR DE AMINAS BIOGÉNICAS EMPLEANDO COMPUESTOS DE COORDINACIÓN""",2008059232,200816,16/08/2008,S,0,15433,1,418,0,0
206901,47710,20204,1,0,14,418,1,121,,D6600,96,40.0000,13961.3200,0,01/04/2001,,1,110,N,0,1,36,0,,2002027627,200206,19/03/2002,,0,0,0,0,0,0
275789,822191,14264,3,1,8,418,2,127,0,D5600,86,40.0000,13400.2000,1,01/01/2011,31/12/2011,8,10,N,0,1,46,0,"FISICOQUIMICA CON ESPECIALIDAD EN ""DESARROLLO DE ECUACIONES DE ESTADO PARA FLUIDOS ASOCIADOS""",2011000766,201101,14/12/2010,S,0,23842,1,418,0,0
202136,105610,15280,1,0,4,418,1,143,,CA7600,16,48.0000,9552.2400,0,20/07/2001,,1,110,N,0,1,38,0,,2001080033,200118,18/09/2001,,0,0,0,0,0,0
236843,826788,15227,1,0,1,418,1,151,,ET2300,52,30.0000,4587.4500,0,16/02/2010,,1,10,N,0,1,997,0,,2010500699,201007,27/03/2010,S,0,88946,2,723,0,0
260467,823177,51002,1,0,7,418,1,151,,ET1700,51,32.0000,5976.9000,0,16/12/2009,,1,10,N,0,1,997,0,,2010500885,201008,15/04/2010,S,0,89256,2,723,0,0
219113,105218,15196,1,0,12,418,1,141,,D9600,89,40.0000,11046.0000,0,15/06/2003,,1,110,N,0,1,7,0,,2003061037,200318,23/09/2003,,0,0,0,0,0,0
224109,143862,74321,3,1,13,418,2,127,0,D5600,86,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,QUIMICA ORGANICA,2011002224,201102,17/01/2011,S,0,23875,1,418,0,0
152837,131945,14548,1,0,1,418,1,151,,EO0900,52,32.0000,3702.0000,0,01/05/2002,,1,10,N,0,1,997,0,,2002520450,200211,31/05/2002,S,0,26782,3,723,0,0
152838,131945,50582,1,0,1,418,1,155,,EO0900,52,16.0000,1852.0000,0,01/05/2002,,1,10,N,0,1,997,0,,2002520450,200211,31/05/2002,S,0,26782,4,723,0,0
234529,813680,14925,1,0,1,418,1,161,,CF8000,09,32.0000,5248.9000,0,07/01/2008,,8,10,N,0,1,36,0,,2008012687,200804,15/02/2008,S,0,13385,1,418,0,0
255065,813680,30850,1,0,1,418,1,165,,CF8000,09,16.0000,2624.4500,0,07/01/2008,,8,10,N,0,1,36,0,,2008012688,200804,15/02/2008,S,0,13386,1,418,0,0
122613,17095,14230,1,0,6,418,1,121,,D6600,96,40.0000,11280.9600,0,16/05/1989,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
122614,17095,14962,1,0,15,418,1,143,,CA5000,14,48.0000,2263.0000,0,01/02/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
170666,754081,57870,1,0,10,418,1,121,,D6400,89,40.0000,14616.8500,3,05/07/2009,,8,10,N,0,1,36,0,INGENIERIA QUIMICA,2009059259,200917,02/09/2009,S,0,19451,1,418,0,0
293733,836204,14709,1,0,13,418,1,151,0,ET1700,50,32.0000,6046.0500,0,01/02/2011,,8,10,N,0,1,28,0,,2011021344,201106,16/03/2011,S,0,24957,2,418,0,0
285005,851846,14670,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,17/05/2010,,1,10,N,0,1,62,0,,2010040132,201011,03/06/2010,S,0,90097,1,723,0,0
127448,48811,15118,3,1,7,418,2,121,,D6600,96,40.0000,20423.6000,3,01/10/2009,,8,10,N,0,1,36,0,FISICOQUIMICA,2009085958,200921,03/11/2009,S,0,20249,1,418,0,0
145955,109690,14425,1,0,1,418,1,151,,O1100,52,40.0000,3672.6000,0,16/01/2006,,1,10,N,0,1,997,0,,2006544329,200608,18/04/2006,S,0,60108,2,723,0,0
269317,137143,15188,1,0,5,418,1,141,,D9600,89,40.0000,13831.3500,3,23/05/2008,,8,10,N,0,1,28,0,"BIOQUIMICA VEGETAL ESPECIALIDAD: ""MONTAJE DE TECNICAS DE SEPARACION Y ANALISIS BIOQUIMICO DE PROTEINAS""",2008085296,200821,01/11/2008,S,0,16437,2,418,0,0
287898,113295,14775,1,0,20,418,1,151,0,ET0600,53,32.5000,6683.0000,0,01/08/2010,,8,10,N,0,1,28,0,,2010067985,201019,30/09/2010,S,0,23432,2,418,0,0
287899,113295,73690,1,0,20,418,1,155,0,ET0600,53,15.5000,3341.5000,0,01/08/2010,,8,10,N,0,1,18,0,,2010067984,201019,30/09/2010,S,0,23433,1,418,0,0
220459,88520,86975,1,0,15,418,1,153,,M3000,00,0.0000,342.7600,0,01/08/2009,,1,10,N,0,1,997,0,,2009502499,200915,05/08/2009,S,0,84188,4,723,0,0
139754,88520,51759,1,0,15,418,1,151,,EQ5000,53,40.0000,5935.8600,0,01/08/2009,,1,10,N,0,1,997,0,,2009502499,200915,05/08/2009,S,0,84188,3,723,0,0
193030,55975,15083,3,1,5,418,2,121,0,D6600,96,40.0000,22692.0000,3,01/02/2011,31/01/2012,8,10,N,0,3,1,1,BIOQUIMICA VEGETAL,2011018811,201106,16/03/2011,S,0,24774,1,418,0,0
264338,93853,14358,1,1,1,418,2,151,,A0600,51,32.0000,6558.5000,0,01/03/2010,,1,10,N,0,1,997,0,,2010502082,201017,02/09/2010,S,0,91773,2,723,0,160990
286647,852558,14512,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,03/08/2010,,1,10,N,0,1,62,0,,2010054778,201016,18/08/2010,S,0,91097,1,723,0,0
285451,851983,14758,1,0,1,418,1,151,0,AA0200,50,37.5000,3623.4000,0,26/05/2010,,1,10,N,0,1,62,0,,2010042229,201012,17/06/2010,S,0,90250,1,723,0,0
123170,27881,58657,1,0,13,418,1,121,,D6500,93,40.0000,9623.5200,0,16/08/1995,,0,1,N,0,1,0,0,QUIMICA GENERAL,,0,,,0,0,0,0,0,0
227162,85809,75082,1,0,21,418,1,155,,ET4500,52,15.5000,2830.3500,0,01/04/2008,,1,10,N,0,1,997,0,,2008501610,200811,02/06/2008,S,0,75610,4,723,0,0
215979,85809,14604,1,0,21,418,1,151,,ET4500,52,32.5000,5660.6500,0,01/04/2008,,1,10,N,0,1,997,0,,2008501610,200811,02/06/2008,S,0,75610,3,723,0,0
200840,69132,14256,1,0,13,418,1,121,,D6600,96,40.0000,18200.2000,3,01/08/2007,,8,10,N,0,1,36,0,QUIMICA INORGANICA,2007064596,200717,29/08/2007,S,0,11657,1,418,0,0
258553,69132,15281,3,1,12,418,2,143,,CA5000,12,48.0000,3513.0000,0,16/10/2007,,8,10,N,0,1,38,0,,2007090163,200722,09/11/2007,S,0,12591,1,418,0,0
218567,26136,15047,1,0,14,418,1,121,,D6600,96,40.0000,20423.6000,3,01/02/2009,,8,10,N,0,1,36,0,QUIMICA ORGANICA,2009023646,200906,17/03/2009,S,0,17968,1,418,0,0
288430,809049,14986,1,0,14,418,1,143,0,CA7600,16,48.0000,4336.6000,0,16/02/2011,15/08/2011,8,10,N,0,1,46,0,SRIA. AUXILIAR DEL DEPTO. DE QUIMICA ORGANICA,2011014636,201105,01/03/2011,S,0,24613,1,418,0,0
220001,752233,14215,3,1,4,418,2,121,0,D6600,96,40.0000,21608.6000,3,01/08/2010,31/07/2011,8,10,N,0,3,1,1,INMUNOLOGIA,2010062661,201018,13/09/2010,S,0,23303,1,418,0,0
251288,800855,15130,3,1,4,418,2,127,0,D6500,93,40.0000,18279.8000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,BIOLOGIA,2011000819,201102,17/01/2011,S,0,23815,1,418,0,0
270445,123869,70117,3,1,10,418,2,121,0,D5600,86,40.0000,13400.2000,3,01/08/2010,,8,10,N,0,1,36,0,"INGENIERIA QUIMICA ESPECIALIDAD ""INGENIERIA ELECTROQUIMICA""",2010060407,201017,02/09/2010,S,0,22990,1,418,0,0
224116,122709,74324,3,1,11,418,2,127,0,D5600,86,40.0000,13400.2000,4,01/01/2011,31/12/2011,8,10,N,0,1,46,0,QUIMICA ANALITICA,2011002231,201102,17/01/2011,S,0,23865,1,418,0,0
280049,147558,58369,1,2,2,418,2,143,0,CA2600,14,48.0000,14666.3500,0,01/10/2009,,8,10,N,0,1,117,0,,2009099215,200923,02/12/2009,S,0,20598,2,418,0,0
233366,73751,14228,1,0,4,418,1,121,,D6600,96,40.0000,15908.0000,3,12/10/2004,,8,10,N,0,1,28,0,"MICROBIOLOGIA Especialidad:""Bacteriología Médica""",2005012064,200504,18/02/2005,S,0,3111,2,418,0,0
256702,73751,14969,1,0,1,418,1,143,,CA7800,08,48.0000,3840.0000,0,16/08/2007,,8,10,N,0,1,38,0,,2007066236,200718,13/09/2007,S,0,11662,2,418,0,0
136783,79278,14259,1,0,9,418,1,121,0,D6600,96,40.0000,22692.0000,3,01/03/2011,29/02/2012,8,10,N,0,3,81,32,INGENIERIA QUIMICA METALURGICA,2011030613,201109,28/04/2011,S,0,25268,1,418,0,0
167256,740485,15063,3,1,11,418,2,121,,D6600,96,40.0000,11280.9600,0,19/03/1996,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
256578,740485,32695,1,1,2,513,2,143,,CA2800,08,48.0000,3840.0000,0,01/09/2007,,8,10,N,0,1,38,0,,2007070821,200718,13/09/2007,S,0,1961,1,513,0,0
135122,74486,4672,3,1,4,314,1,141,,I9600,89,40.0000,8129.9600,0,26/04/1993,,0,1,N,0,1,0,0,,,0,,,0,0,0,0,0,0
280690,74486,54546,3,1,1,314,1,143,0,CI8300,27,48.0000,3944.0000,0,01/09/2009,,7,10,N,0,1,38,0,,2009096517,201002,15/01/2010,S,0,1761,1,314,0,0
215929,45113,14240,1,0,4,418,1,121,,D6600,96,40.0000,13961.3200,0,12/07/2001,,1,110,N,0,1,23,0,,2003039128,200311,26/05/2003,,0,0,0,0,0,0
