CLAVE,NOMBRE,CREDITOS,LABORATORIO,INICIO,INICIO,DEPARTAMENTO,NOMBRE_COMPLETO,EQUIVALENCIA,NOMBRE_INGLES,PORCEN_CAL
485,MATEMATICAS VI,6,T,0,0,0,MATEMATICAS VI,0,MATHEMATICS VI,100
486,MATEMATICAS VII,6,T,0,0,0,MATEMATICAS VII,0,MATHEMATICS VII,100
1986,QUIMICA ANALITICA INSTRUMENTAL I,9,T,0,0,0,QUIMICA ANALITICA INSTRUMENTAL I,0,-,100
644,QUIMICA INORGANICA I,12,T,0,0,0,QUIMICA INORGANICA I,0,INORGANIC CHEMISTRY I,100
600,PAPEL Y CELULOSA I,6,T,20001,20001,2030300,PAPEL Y CELULOSA I,0,CELLULOSE AND PAPER I,0
482,MATEMATICAS III,6,T,20001,20001,1030100,MATEMATICAS III,0,MATHEMATICS III,0
260,FISICOQUIMICA I,10,T,0,0,0,FISICOQUIMICA I,0,PHYSICAL CHEMISTRY I,100
484,MATEMATICAS V,6,T,0,0,0,MATEMATICAS V,0,MATHEMATICS IV,100
855,QUIMICA ANALITICA V,8,L,20001,20001,2010200,QUIMICA ANALITICA V,0,ANALYTICAL CHEMISTRY V,0
123,COMPUTACION ELECT. Y PROG. II,6,T,20001,20001,1030200,COMPUTACION ELECT. Y PROG. II,0,ELECTRONIC COMPUTER SCIENCE II,0
1783,TOXICOLOGIA DE ALIMENTOS,9,L,20001,20001,3030100,TOXICOLOGIA DE ALIMENTOS,0,FOOD TOXICOLOGY,67.7
9902,QUIMICA BASICA,0,T,20051,20051,0,QUIMICA BASICA,0,-,0
9903,LABORATORIO DE QUIMICA BASICA,0,L,20051,20051,0,LABORATORIO DE QUIMICA BASICA,0,-,0
9905,TALLER DE DESARROLLO PERSONAL,0,T,20051,20051,0,TALLER DE DESARROLLO PERSONAL,0,-,0
9906,CONFERENCIAS,0,T,20051,20051,0,CONFERENCIAS,0,-,0
1746,QUIMICA ANALITICA IV,9,L,20001,20001,2010200,QUIMICA ANALITICA IV,0,ANALYTICAL CHEMISTRY IV,0
1113,FISICA I,8,T,20061,20061,1020100,FISICA I,0,PHYSICS I,100
1110,ALGEBRA SUPERIOR,8,T,20061,20061,1030100,ALGEBRA SUPERIOR,0,SUPERIOR ALGEBRA,100
1114,QUIMICA GENERAL I,9,L,20061,20061,2020100,QUIMICA GENERAL I,0,GENERAL CHEMISTRY I,56
1111,CALCULO I,8,T,20061,20061,1030100,CALCULO I,0,CALCULUS I,100
1010,SINTESIS DE POLIMEROS,8,L,20001,20001,3010200,SINTESIS DE POLIMEROS,0,POLYMERS I,80
9999,TALLER DE MATEMATICAS,0,T,20051,20051,1030100,TALLER DE CALCULO I,0,-,100
1707,BIOQUIMICA EXPERIMENTAL,6,0,0,0,0,BIOQUIMICA EXPERIMENTAL,0,-,0
1704,QUIMICA ANALITICA INSTRUMENTAL I,6,0,0,0,0,QUIMICA ANALITICA INSTRUMENTAL I,0,-,0
1205,CALCULO II,8,T,0,0,1030100,CALCULO II,1,CALCULUS II,100
1209,FISICA II,8,T,0,0,1020000,FISICA II,0,PHYSICS II,100
1210,LABORATORIO DE FISICA,4,E,0,0,1020000,LABORATORIO DE FISICA,0,PHYSICAL LABORATORY,100
1214,BIOLOGIA CELULAR,6,T,0,0,4030000,BIOLOGIA CELULAR,0,CELULAR BIOLOGY,100
9997,TALLER DE CALCULO II,0,T,20051,20051,1030100,TALLER DE CALCULO II,0,-,100
495,METALURGIA FISICA I,9,L,20001,20001,3020200,METALURGIA FISICA I,0,PHYSICS METALLURGY I,0
608,PREPARACION DE MINERALES II,7,L,20001,20001,3020100,PREPARACION DE MINERALES II,0,MINERALS PREPARATION II,0
490,METALURGIA EXTRACTIVA I,6,T,20001,20001,3020100,METALURGIA EXTRACTIVA I,0,EXTRACTIVA METALLURGY I,0
488,METALURGIA ADAPTATIVA I,6,T,20001,20001,3020300,METALURGIA ADAPTATIVA I,0,ADAPTATIVA METALLURGY I,0
1311,QUIMICA ORGANICA I,10,L,0,0,2030100,QUIMICA ORGANICA I,0,ORGANIC CHEMISTRY I,60
1309,FUNDAMENTOS DE ESPECTROSCOPIA,8,L,0,0,1020100,FUNDAMENTOS DE ESPECTROSCOPIA,0,SPECTROSCOPY OF FUNDAMENTAL,75
1308,EQUILIBRIO Y CINETICA,9,L,0,0,1010100,EQUILIBRIO Y CINETICA,0,KINETICS AND EQUILIBRIUM,67
320,INFORMACION BIBLIOGRAFICA,6,T,20001,20001,2020100,INFORMACION BIBLIOGRAFICA,0,BIBLIOGRAPHIC INFORMATION,0
642,QUIMICA EXP. APLICADA II,20,T,20001,20001,2030200,QUIMICA EXP. APLICADA II,0,APPLIED EXPER CHEMISTRY II,0
656,QUIMICA ORGANICA V,10,T,20001,20001,2030100,QUIMICA ORGANICA V,0,ORGANIC CHEMISTRY V,0
1310,QUIMICA INORGANICA I,9,L,0,0,2020200,QUIMICA INORGANICA I,0,INORGANIC CHEMISTRY I,67
1456,QUIMICA ANALITICA III,9,L,20001,20001,2010100,QUIMICA ANALITICA III,1,ANALYTICAL CHEMISTRY III,66.67
164,FISIOLOGIA,9,L,0,0,4030100,FISIOLOGIA,0,PHYSIOLOGY,66.7
1315,METALURGIA Y SOCIEDAD,6,T,0,0,3020300,METALURGIA Y SOCIEDAD,0,SOCIETY AND METALLURGY,100
1314,FUNDAMENTOS DE METALURGIA Y MATERIAL,8,L,0,0,3020300,FUNDAMENTOS DE METALURGIA Y MATERIALES,0,MATERIALS AND METALLURGY FUNDAMENTALS,75
437,MAQUINAS TERMICAS,6,T,0,0,0,MAQUINAS TERMICAS,0,-,0
1413,QUIMICA ORGANICA II,10,L,0,0,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,60
1407,QUIMICA ORGANICA II,10,L,0,0,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,60
1411,QUIMICA ORGANICA II,9,L,0,0,2030100,QUIMICA ORGANICA II,0,ORGANIC CHEMISTRY II,65
1404,QUIMICA CUANTICA I,8,T,0,0,1020000,QUIMICA CUANTICA I,0,QUANTUM CHEMISTRY I,100
1212,TERMODINAMICA,11,L,0,0,1010100,TERMODINAMICA,0,THERMODYNAMICS,73
1211,QUIMICA GENERAL II,8,L,20001,20001,2020100,QUIMICA GENERAL II,0,GENERAL CHEMISTRY II,50
1424,METODOS NUMERICOS,6,T,0,0,1030200,METODOS NUMERICOS,0,NUMERICAL METHODS,100
1410,MICROBIOLOGIA GENERAL,6,T,0,0,4030200,MICROBIOLOGIA GENERAL,0,GENERAL MICROBIOLOGY,100
1428,TRANSFERENCIA DE MOMENTUM,6,T,0,0,3010100,TRANSFERENCIA DE MOMENTUM,0,TRANSFER OF MOMENTUM,100
1400,ESTADISTICA,8,T,0,0,1030200,ESTADISTICA,0,STATISTICS,100
1408,FARMACOLOGIA I,9,L,0,0,4020100,FARMACOLOGIA I,0,PHARMACOLOGY I,70
1402,QUIMICA ANALITICA I,9,L,0,0,2010100,QUIMICA ANALITICA I,0,ANALYTICAL CHEMISTRY I,67
1406,QUIMICA INORGANICA II,9,L,0,0,2020200,QUIMICA INORGANICA II,0,INORGANIC CHEMISTRY II,67
1422,INTRODUC. A LA ING. DE PROCESOS META,9,T,0,0,3020100,INTRODUC. A LA ING. DE PROCESOS METAL. Y DE MAT.,0,ENGINEERING INTRO. METALLURGICAL PROC. AND MATERIALS,67
1426,TERMODINAMICA QUIMICA,10,T,0,0,1010100,TERMODINAMICA QUIMICA,0,CHEMICAL THERMODYNAMICS,100
1401,FISICOQUIMICA DE IONICA Y ELECTRODIC,6,T,0,0,1010100,FISICOQUIMICA DE IONICA Y ELECTRODICA,0,ELECTRODE AND IONIC PHYSICOCHEMICAL,100
1011,CARACTERIZACION Y PROCES D POLIMEROS,8,L,20001,20001,3010200,CARACTERIZACION Y PROCES D POLIMEROS,0,POLYMERS II,80
1814,DINAMICA Y CONTROL DE PROCESOS,10,T,20001,20001,3010100,DINAMICA Y CONTROL DE PROCESOS,0,PROCESS DYNAMICS AND CONTROL,100
1935,TRABAJO DE INVESTIGACION,20,T,20001,20001,2030000,TRABAJO DE INVESTIGACION,0,RESEARCH,100
167,CONFITERIA,6,L,0,0,3030100,CONFITERIA,0,-,60
152,ENVASES PARA ALIMENTOS,6,T,0,0,3030100,ENVASES PARA ALIMENTOS,0,-,100
487,MATEMATICAS SUP. EN ING. QUIM.,6,T,20001,20001,1030200,MATEMATICAS SUP. EN ING. QUIM.,0,SUPERIOR MATHEMATICS IN CHEMICAL ENGINEERING,0
1538,CINETICA QUIMICA Y CATALISIS,6,T,0,0,1010200,CINETICA QUIMICA Y CATALISIS,0,CHEMICAL KINETICS AND CATALYSIS,100
1540,ELECTROQUIMICA,6,T,0,0,1010200,ELECTROQUIMICA,0,ELECTROCHEMISTRY,100
1543,INGENIERIA DE FLUIDOS,7,T,0,0,3010100,INGENIERIA DE FLUIDOS,0,FLUID ENGINEERING,100
1544,LABORATORIO DE INGENIERIA QUIMICA I,3,E,0,0,3010100,LABORATORIO DE INGENIERIA QUIMICA I,0,CHEMISTRY ENGINEERING LABORATORY I,100
1547,TRANSFERENCIA DE ENERGIA,6,T,0,0,3010100,TRANSFERENCIA DE ENERGIA,0,TRANSFER OF ENERGY,100
1500,FISIOLOGIA MICROBIANA,4,T,0,0,4030200,FISIOLOGIA MICROBIANA,0,MICROBIAL PHYSIOLOGY,100
1528,ANALISIS DE SISTEMAS REACCIONANTES E,9,T,0,0,3020300,ANALISIS DE SISTEMAS REACCIONANTES EN METALURGIA,0,SYSTEMS REACTIONS ANALYSIS IN METALLURGY,67
1530,BENEFICIO DE MINERALES,9,L,0,0,3020300,BENEFICIO DE MINERALES,0,MINERALS PROCESSING,70
1531,METALURGIA QUIMICA EXPERIMENTAL,4,E,0,0,3020300,METALURGIA QUIMICA EXPERIMENTAL,0,EXPERIMENTAL CHEMISTRY METALLURGY,100
1532,TRANSFORMACIONES DE FASE,9,L,0,0,3020300,TRANSFORMACIONES DE FASE,0,PHASE TRANSFORMATIONS,67
1504,QUIMICA ANALITICA II,6,T,0,0,2010100,QUIMICA ANALITICA II,0,ANALYTICAL CHEMISTRY II,100
1507,ANALITICA EXPERIMENTAL I,3,E,0,0,2010100,ANALITICA EXPERIMENTAL I,0,EXPERIMENTAL ANALYTICAL CHEMISTRY I,100
1508,BIOQUIMICA,8,T,0,0,4010100,BIOQUIMICA,0,BIOCHEMISTRY,100
1509,FARMACOLOGIA II,9,L,0,0,4020100,FARMACOLOGIA II,0,PHARMACOLOGY II,70
1521,QUIMICA ORGANICA III,9,L,0,0,2030100,QUIMICA ORGANICA III,0,ORGANIC CHEMISTRY III,65
1503,METROLOGIA,4,E,0,0,1020100,METROLOGIA,0,METROLOGY,100
1505,QUIMICA INORGANICA III,9,L,0,0,2020200,QUIMICA INORGANICA III,0,INORGANIC CHEMISTRY III,67
1514,FISICOQUIMICA DE ALIMENTOS,6,T,0,0,1010100,FISICOQUIMICA DE ALIMENTOS,0,FOOD PHYSICOCHEMICAL,100
1519,QUIMICA DE ALIMENTOS I,8,T,0,0,3030200,QUIMICA DE ALIMENTOS I,0,FOODS CHEMISTRY I,100
1506,QUIMICA ORGANICA III,10,L,0,0,2030100,QUIMICA ORGANICA III,0,ORGANIC CHEMISTRY III,60
1206,ESTRUCTURA DE LA MATERIA,6,T,0,0,1020100,ESTRUCTURA DE LA MATERIA,0,ATOMIC STRUCTURE,100
1605,QUIMICA INORGANICA IV,9,L,0,0,2020100,QUIMICA INORGANICA IV,0,INORGANIC CHEMISTRY IV,67
1606,QUIMICA ORGANICA IV,10,L,0,0,2030100,QUIMICA ORGANICA IV,0,ORGANIC CHEMISTRY IV,60
1628,QUIMICA ORGANICA III,10,L,0,0,2030100,QUIMICA ORGANICA III,0,-,60
1602,ANALITICA EXPERIMENTAL I,4,E,0,0,2010100,ANALITICA EXPERIMENTAL I,0,EXPEREMENTAL ANALYTICAL I,100
1603,CINETICA QUIMICA,6,T,0,0,1010100,CINETICA QUIMICA,0,KINETICS CHEMISTRY,100
1604,QUIMICA ANALITICA III,6,T,0,0,2010100,QUIMICA ANALITICA III,0,ANALYTICAL CHEMISTRY III,100
1607,ANALITICA EXPERIMENTAL II,3,E,0,0,2010100,ANALITICA EXPERIMENTAL II,0,EXPERIMENTAL ANALYTICAL CHEMISTRY II,100
1608,ATENCION FARMACEUTICA,6,T,0,0,4020100,ATENCION FARMACEUTICA,0,PHARMACEUTICAL CARE,100
1609,BACTERIOLOGIA,6,T,0,0,4030100,BACTERIOLOGIA,0,BACTERIOLOGY,100
1610,BACTERIOLOGIA EXPERIMENTAL,5,E,0,0,4030100,BACTERIOLOGIA EXPERIMENTAL,0,EXPERIMENTAL BACTERIOLOGY,100
1614,TOXICOLOGIA,10,L,0,0,4020100,TOXICOLOGIA,0,TOXICOLOGY,60
1618,LABORATORIO DE ALIMENTOS I,8,E,0,0,3030100,LABORATORIO DE ALIMENTOS I,0,-,100
1620,NUTRICION,6,T,0,0,3030100,NUTRICION,0,-,100
1631,FUNDAMENTOS DE PROCESADO ELECTROMETA,11,L,0,0,3020100,FUNDAMENTOS DE PROCESADO ELECTROMETALURGICO,0,ELECTROMETALLURGY PROCESSES FUNDAMENTALS,73
1638,TRATAMIENTOS TERMICOS,9,L,0,0,3020100,TRATAMIENTOS TERMICOS,0,HEAT TREATMENTS,70
1640,INGENIERIA DE CALOR,7,T,0,0,3010100,INGENIERIA DE CALOR,0,HEAT ENGINEERING,100
1642,INGENIERIA DE REACTORES I,6,T,0,0,3010100,INGENIERIA DE REACTORES I,0,REACTOR ENGINEERING I,100
1644,LABORATORIO UNIFICADO DE FISICOQUIMI,4,E,0,0,1010100,LABORATORIO UNIFICADO DE FISICOQUIMICA,0,PHYSICAL CHEMISTRY LABORATORY,100
1649,TRANSFERENCIA DE MASA,6,T,0,0,3010100,TRANSFERENCIA DE MASA,0,MASS TRANSFER,100
1619,MICROBIOLOGIA DE ALIMENTOS,10,L,0,0,4030100,MICROBIOLOGIA DE ALIMENTOS,0,-,60
1643,INGENIERIA ECONOMICA I,6,T,0,0,3010100,INGENIERIA ECONOMICA I,0,ECONOMIC ENGINEERING I,100
221,INTRODUCCION A LA CIENCIA DE POLIMER,6,T,0,0,3010100,INTRODUCCION A LA CIENCIA DE POLIMEROS,0,POLYMERS INTRODUCTION TO SCIENCE,100
214,ECONOMIA Y ADMINISTRACION I,6,T,0,0,3010100,ECONOMIA Y ADMINISTRACION I,0,MANAGEMENT AND ECONOMY I,100
142,BIOTECNOLOGIA,4,T,0,0,3030000,BIOTECNOLOGIA,0,BIOTECHNOLOGY,100
1706,BIOFARMACIA,10,L,0,0,4020100,BIOFARMACIA,0,BIOPHARMACY,30
1705,ANALISIS DE MEDICAMENTOS,10,L,0,0,4020100,ANALISIS DE MEDICAMENTOS,0,PHARMACEUTICAL ANALYSIS,60
1709,TECNOLOGIA FARMACEUTICA I,10,L,0,0,4020100,TECNOLOGIA FARMACEUTICA I,0,PHARMACEUTICAL TECHNOLOGY I,60
1742,INGENIERIA AMBIENTAL,6,T,0,0,3010100,INGENIERIA AMBIENTAL,0,ENVIRONMENTAL ENGINEERING,100
1743,INGENIERIA ECONOMICA II,6,T,0,0,3010100,INGENIERIA ECONOMICA II,0,ECONOMIC ENGINEERING II,100
1749,LABORATORIO D INGENIERIA QUIMICA III,3,E,0,0,3010100,LABORATORIO DE INGENIERIA QUIMICA III,0,CHEMICAL ENGINEERING LABORATORY III,100
1750,PROCESOS DE SEPARACION,10,T,0,0,3010100,PROCESOS DE SEPARACION,0,SEPARATION PROCESSES,100
265,MATEMATICAS APLICADAS II,6,T,0,0,3010100,MATEMATICAS APLICADAS II,0,APPLIED MATHEMATICS II,100
1728,ANALISIS NUMERICO EN FENOMENOS DE TR,3,T,0,0,3020100,ANALISIS NUMERICO EN FENOMENOS DE TRANSPORTE,0,TRANSPORT PHENOMENA IN NUMERICAL ANALYSIS,100
1730,COMPORTAMIENTO MECANICO,8,L,0,0,3020100,COMPORTAMIENTO MECANICO,0,MECHANICAL BEHAVIOR,75
1731,CORROSION Y PROTECCION,9,L,0,0,3020100,CORROSION Y PROTECCION,0,CORROTION AND PROTECTION,67
1739,SOLIDIFICACION,4,T,0,0,3020100,SOLIDIFICACION,0,SOLIDIFICATION,50
1700,ANALITICA EXPERIMENTAL II,6,E,0,0,2010100,ANALITICA EXPERIMENTAL II,0,EXPERIMENTAL ANALYTICAL II,100
1701,BIOQUIMICA GENERAL,8,T,0,0,4010100,BIOQUIMICA GENERAL,0,GENERAL BIOCHEMISTRY,100
141,BIOQUIMICA EXPERIMENTAL,6,E,0,0,4010100,BIOQUIMICA EXPERIMENTAL,0,EXPERIMENTAL BIOCHEMISTRY,100
1703,LABORATORIO UNIFICADO DE FISICOQUIMI,8,E,0,0,1010100,LABORATORIO UNIFICADO DE FISICOQUIMICA,0,LABORATORY PHYSICOCHEMICAL UNIFIED,100
1708,INMUNOLOGIA GENERAL,10,L,0,0,4030100,INMUNOLOGIA GENERAL,0,GENERAL IMMUNOLOGY,60
1711,CALIDAD,8,L,0,0,3030100,CALIDAD,0,-,75
1712,EVALUACION SENSORIAL,4,E,0,0,3030100,EVALUACION SENSORIAL,0,-,100
1715,LABORATORIO DE ALIMENTOS II,8,E,0,0,3030100,LABORATORIO DE ALIMENTOS II,0,-,100
1716,PROCESOS DE ALIMENTOS,8,T,0,0,3030100,PROCESOS DE ALIMENTOS,0,-,100
1724,QUIMICA DE ALIMENTOS III,6,T,0,0,3030100,QUIMICA DE ALIMENTOS III,0,-,100
1727,TOXICOLOGIA DE ALIMENTOS,6,T,0,0,3030100,TOXICOLOGIA DE ALIMENTOS,0,-,100
32,POLIMEROS,10,T,0,0,2030100,POLIMEROS,0,-,0
33,QUIMICA AMBIENTAL,10,L,0,0,2030100,QUIMICA AMBIENTAL,0,ENVIRONMENTAL CHEMISTRY,100
67,QUIMICA ORGANICA V,10,L,0,0,2030100,QUIMICA ORGANICA V,0,ORGANIC CHEMISTRY V,60
38,QUIMICA CUANTICA II,10,T,0,0,1020100,QUIMICA CUANTICA II,0,QUANTUM CHEMISTY II,100
39,QUIMICA DE DISPOSITIVOS DEL EDO. SOL,10,T,0,0,1020100,QUIMICA DE DISPOSITIVOS DEL EDO. SOLIDO,0,-,0
46,QUIMICA DE MATERIALES,10,L,0,0,2020100,QUIMICA DE MATERIALES,0,MATERIALS OF CHEMISTRY,60
48,QUIMICA NUCLEAR,10,L,0,0,2020100,QUIMICA NUCLEAR,0,-,60
213,DISEÑO DE EQUIPO,6,T,0,0,3010100,DISEÑO DE EQUIPO,0,EQUIPMENT DESIGN,100
215,ECONOMIA Y ADMINISTRACION II,6,T,0,0,3010100,ECONOMIA Y ADMINISTRACION II,0,MANAGEMENT AND ECONOMY II,100
219,INGENIERIA DE SISTEMAS I,6,T,20091,20091,3010100,INGENIERIA DE SISTEMAS I,0,SYSTEMS ENGINEERING I,100
256,MATEMATICAS APLICADAS I,6,T,0,0,3010100,MATEMATICAS APLICADAS I,0,APPLIED MATHEMATICS I,100
276,REOLOGIA Y PROCESAMIENTO DE POLIMERO,6,T,0,0,3010100,REOLOGIA Y PROCESAMIENTO DE POLIMEROS,0,PROCESS OF POLYMERS AND REOLOGY,100
182,INTERPRETACION METALOGRAFICA,8,L,0,0,3020100,INTERPRETACION METALOGRAFICA,0,-,75
189,MODELADO FISICO D PROCESOS METALUGIC,8,L,0,0,3020100,MODELADO FISICO D PROCESOS METALUGICOS Y D MATER,0,METALLURGICAL PROCESSES OF PHYSICS MODELING,60
1736,INGENIERIA ECONOMICA,6,T,0,0,3010100,INGENIERIA ECONOMICA,0,ENGINEERING ECONOMICS,100
1722,QUIMICA DE ALIMENTOS II,6,T,2006,2006,3030100,QUIMICA DE ALIMENTOS II,0,-,100
1307,ECUACIONES DIFERENCIALES,8,T,0,0,1030100,ECUACIONES DIFERENCIALES,0,DIFFERENTIAL EQUATIONS,100
1502,FISICOQUIMICA DE INTERFASES,6,T,0,0,1010100,FISICOQUIMICA DE INTERFASES,0,INTERPHASES OF PHYSICOCHEMICAL,100
186,METALURGIA DE HIERROS COLADOS,8,L,0,0,3020100,METALURGIA DE HIERROS COLADOS,0,-,75
156,INOCUIDAD ALIMENTARIA,6,T,0,0,3030100,INOCUIDAD ALIMENTARIA,0,-,100
254,MICROBIOLOGIA GENERAL,6,T,0,0,4030100,MICROBIOLOGIA GENERAL,0,-,100
1024,PROCESOS DE MANUFACTURA,9,T,20001,20001,3020200,PROCESOS DE MANUFACTURA,0,MANUFACTURE OF PROCESSES,100
1806,ASEGURAMIENTO DE CALIDAD,6,T,0,0,4020100,ASEGURAMIENTO DE CALIDAD,0,QUALITY INSURANCE,100
105,DESARROLLO ANALITICO,6,T,0,0,4020100,DESARROLLO ANALITICO,0,-,0
106,DESARROLLO FARMACEUTICO,6,T,0,0,4020100,DESARROLLO FARMACEUTICO,0,PHARMACEUTICAL DEVELOPMENT,0
107,FARMACOGNOSIA,10,L,0,0,4020100,FARMACOGNOSIA,0,PHARMACOGNOSY,60
109,INGENIERIA FARMACEUTICA,10,L,0,0,4020100,INGENIERIA FARMACEUTICA,0,-,60
111,TECNOLOGIA FARMACEUTICA II,10,L,0,0,4020100,TECNOLOGIA FARMACEUTICA II,0,-,60
134,ADMINISTRACION FARMACEUTICA,6,T,0,0,4020100,ADMINISTRACION FARMACEUTICA,0,-,0
135,FARMACOTERAPIA I,8,L,0,0,4020100,FARMACOTERAPIA I,0,PHARMACOTHERAPY,100
139,LEGISLACION FARMACEUTICA,6,T,0,0,4020100,LEGISLACION FARMACEUTICA,0,-,0
1802,ANALITICA EXPERIMENTAL III,3,E,0,0,2010100,ANALITICA EXPERIMENTAL III,0,EXPERIMENTAL ANALYTICAL III,100
1803,QUIMICA ANALITICA INSTRUMENTAL II,6,T,0,0,2010100,QUIMICA ANALITICA INSTRUMENTAL II,0,INSTRUMENTAL ANALYTICAL CHEMISTRY II,100
1804,SEMINARIO I,8,T,0,0,2030100,SEMINARIO I,0,SEMINAR I,100
1805,TRABAJO DE INVESTIGACION I,20,E,0,0,2030100,TRABAJO DE INVESTIGACION I,0,RESEARCH I,0
1807,BIOQUIMICA CLINICA,11,L,0,0,4010100,BIOQUIMICA CLINICA,0,CLINICAL BIOCHEMISTRY,70
1808,INTRODUCCION A LA GENOMICA,6,T,0,0,4030100,INTRODUCCION A LA GENOMICA,0,-,0
1809,LAB. DE TECNOLOGIA DE ALIMENTOS,20,E,0,0,3030100,LAB. DE TECNOLOGIA DE ALIMENTOS,0,-,100
1810,CONFORMADO MECANICO,8,L,0,0,3020100,CONFORMADO MECANICO,0,MECHANICAL FORMING,75
1811,ELECTROMETALURGIA,8,L,0,0,3020100,ELECTROMETALURGIA,0,ELECTROMETALLURGY,75
1815,FUNDICION,10,L,0,0,3020100,FUNDICION,0,FOUNDRY FUNDAMENTALS,60
1817,DISEÑO DE PROCESOS,10,T,0,0,3010100,DISEÑO DE PROCESOS,0,PROCESSES DESIGN,100
1819,DINAMICA Y CONTROL DE PROCESOS,7,T,0,0,3010100,DINAMICA Y CONTROL DE PROCESOS,0,PROCESS DYNAMICS AND CONTROL,100
1823,LABORATORIO D INGENIERIA QUIMICA IV,3,E,0,0,3010100,LABORATORIO DE INGENIERIA QUIMICA IV,0,CHEMICAL ENGINEERING LABORATORY IV,100
1903,SEMINARIO II,6,T,0,0,2030100,SEMINARIO II,0,SEMINAR II,0
1904,TRABAJO DE INVESTIGACION II,20,E,0,0,2030100,TRABAJO DE INVESTIGACION II,0,RESEARCH II,0
1906,ESTANCIA,20,T,0,0,3030100,ESTANCIA,0,-,0
1907,ANALISIS DE FALLAS,7,L,0,0,3020100,ANALISIS DE FALLAS,0,-,60
1908,INGENIERIA DE ALEACIONES,4,T,0,0,3020100,INGENIERIA DE ALEACIONES,0,-,0
1909,PROYECTO,20,T,0,0,3020100,PROYECTO,0,-,0
1911,SIDERURGIA,4,T,0,0,3020100,SIDERURGIA,0,-,0
1912,INGENIERIA DE PROYECTOS,7,T,0,0,3010100,INGENIERIA DE PROYECTOS,0,PROJECT ENGINEERING,0
74,ESPECTROSCOPIA APLICADA,6,T,0,0,2010100,ESPECTROSCOPIA APLICADA,0,APPLIED SPECTROSCOPY,100
85,OPTIMIZACION Y PROCESOS DE SINTESIS,6,T,0,0,2030100,OPTIMIZACION Y PROCESOS DE SINTESIS I,0,PROCESS OF SYNTHESIS OPTIMIZATION I,100
108,FISICOQUIMICA FARMACEUTICA,10,L,0,0,1010100,FISICOQUIMICA FARMACEUTICA,0,-,0
113,APLICACIONES D BIOQUIMICA Y BIOLOGIA,8,T,0,0,4010100,APLICACIONES DE BIOQUIMICA Y BIOLOGIA MOLECULAR,0,APPLICATIONS OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,100
114,BIOSINTESIS Y BIOTECNOLOGIA,9,L,0,0,4030100,BIOSINTESIS Y BIOTECNOLOGIA,0,-,66.7
117,HEMATOLOGIA,9,L,0,0,4030100,HEMATOLOGIA,0,-,66.7
118,INMUNOLOGIA APLICADA,10,L,0,0,4030100,INMUNOLOGIA APLICADA,0,-,60
119,MICOLOGIA,9,L,0,0,4030100,MICOLOGIA,0,-,66.7
130,MICROBIOLOGIA AMBIENTAL I,6,T,0,0,4030100,MICROBIOLOGIA AMBIENTAL I,0,-,0
132,PARASITOLOGIA,9,L,0,0,4030100,PARASITOLOGIA,0,-,66.7
133,VIROLOGIA,6,T,0,0,4030100,VIROLOGIA,0,VIROLOGY,100
140,ALIMENTOS FERMENTADOS,4,T,0,0,3030100,ALIMENTOS FERMENTADOS,0,-,100
143,ENOLOGIA,6,T,0,0,3030100,ENOLOGIA,0,-,100
144,GENETICA Y BIOLOGIA MOLECULAR,8,T,0,0,4010100,GENETICA Y BIOLOGIA MOLECULAR,0,-,0
146,MALTA Y CERVEZA,4,T,0,0,3030100,MALTA Y CERVEZA,0,-,100
151,DESARROLLO DE NUEVOS PRODUCTOS,6,T,0,0,3030100,DESARROLLO DE NUEVOS PRODUCTOS,0,-,100
170,PRODUCTOS PESQUEROS Y ACUICOLAS,6,T,0,0,3030100,PRODUCTOS PESQUEROS Y ACUICOLAS,0,-,100
173,TECNOLOGIA DE LACTEOS,6,T,0,0,3030100,TECNOLOGIA DE LACTEOS,0,-,100
205,ADMINISTRACION DE PROYECTOS,6,T,0,0,3010100,ADMINISTRACION DE PROYECTOS,0,PROJECT ADMINISTRATION,100
212,CATALISIS II,6,T,0,0,3010100,CATALISIS II,0,CATALYSIS II,100
222,LABORATORIO DE MICROBIOLOGIA,4,E,0,0,4030100,LABORATORIO DE MICROBIOLOGIA,0,-,100
273,PROTECCION AMBIENTAL I,6,L,0,0,3010100,PROTECCION AMBIENTAL I,0,ENVIRONMENTAL PROTECTION I,100
272,MODELADO Y SIMULACION DE PROCESOS PO,6,T,0,0,3010100,MODELADO Y SIMULACION DE PROCESOS POLIMERICOS,0,MODELING AND SIMULATION OF POLIMERIC PROCESSES,100
238,LABORATORIO DE POLIMEROS I,3,E,0,0,3010100,LABORATORIO DE POLIMEROS I,0,POLIMERS LABORATORY I,100
30,BIOSINTESIS MICROBIANA,10,L,0,0,4030100,BIOSINTESIS MICROBIANA,0,-,66.7
1414,QUIMICA DEL ESTADO SOLIDO,9,L,0,0,2020200,QUIMICA DEL ESTADO SOLIDO,0,SOLID STATE CHEMISTRY,67
1510,QUIMICA COVALENTE,9,L,0,0,2020200,QUIMICA COVALENTE,0,COVALENT CHEMISTRY,67
1622,QUIMICA DE COORDINACION,9,L,0,0,2020200,QUIMICA DE COORDINACION,0,COORDINATION CHEMISTRY,67
